ID;Longitude;Latitude;kod.pocztowy;creationDate
5198;50.095715;18.585380;44-203;24.03.2017
5199;50.268448;18.940294;41-506;27.11.2020
5200;50.310196;18.947388;41-500;31.12.2019
5201;50.284100;18.958939;41-516;02.11.2019
5202;50.293000;18.944000;41-500;10.03.2021
5203;49.752396;18.640532;43-419;12.12.2020
5204;49.750595;18.656640;43-400;08.09.2017
5205;49.905727;19.004457;43-502;23.01.2019
5206;49.929800;19.010166;43-502;08.02.2019
5207;50.324974;19.073300;41-250;13.04.2017
5208;50.281166;18.671844;44-122;26.07.2019
5209;50.228188;18.658424;44-190;21.03.2018
5210;49.995754;18.485048;44-300;20.07.2017
5211;50.261547;19.013214;40-084;23.06.2020
5212;50.901234;18.935368;42-100;11.04.2017
5213;50.293556;18.677362;44-100;25.06.2020
5214;50.632595;19.873152;42-445;18.08.2020
5215;50.172420;18.887491;43-190;16.03.2021
5216;50.771664;19.087051;42-202;22.04.2018
5217;50.188583;18.981838;40-750;25.11.2017
5218;50.239510;19.129932;41-406;24.08.2020
5219;50.244823;19.163418;41-208;18.09.2017
5220;49.689583;19.202372;34-300;25.01.2018
5221;50.296864;18.955450;41-500;28.03.2017
5222;50.571410;19.309600;42-300;23.02.2018
5223;50.100960;19.028322;43-109;25.05.2019
5224;50.370384;19.266750;42-520;10.03.2021
5225;50.337322;18.898293;41-907;28.11.2017
5226;50.219086;19.071974;40-469;12.12.2020
5227;50.071716;18.324062;44-285;07.06.2020
5228;50.254723;18.918547;41-707;24.01.2021
5229;49.825462;19.106865;43-300;09.08.2018
5230;50.846020;19.185910;42-209;22.07.2020
5231;50.289090;19.191883;41-219;09.12.2018
5232;50.298088;18.672964;44-100;29.10.2020
5233;50.205860;18.989511;40-645;23.02.2020
5234;50.266220;18.893976;41-717;12.01.2019
5235;50.323400;19.173855;41-300;18.12.2020
5236;50.121876;18.985128;43-100;22.02.2019
5237;50.302685;18.973545;41-503;25.02.2021
5238;50.809002;19.117930;42-217;19.10.2018
5239;50.285007;18.667940;44-122;14.04.2017
5240;50.300700;18.676268;44-100;10.11.2020
5241;50.227768;18.655811;44-194;19.03.2021
5242;49.486540;19.032764;34-370;08.08.2020
5243;50.316000;18.776000;41-819;04.04.2017
5244;49.714010;19.021961;43-370;23.12.2019
5245;50.012833;18.939453;43-211;27.10.2019
5246;50.792835;19.136745;42-216;03.03.2019
5247;50.036800;18.698006;44-244;12.09.2020
5248;50.105328;18.992237;43-100;19.09.2017
5249;49.669040;19.179375;34-300;01.07.2017
5250;49.682144;19.189410;34-300;28.04.2020
5251;50.317127;19.167452;41-300;27.04.2017
5252;50.857140;19.108946;42-215;05.08.2020
5253;50.298250;18.953094;41-500;18.04.2018
5254;50.251423;19.014894;40-056;06.10.2017
5255;49.806050;18.954288;43-384;02.10.2019
5256;50.349140;18.923887;41-902;26.03.2021
5257;50.265846;19.048445;40-217;27.05.2017
5258;50.799740;19.115849;42-217;18.07.2018
5259;50.286020;18.967813;40-887;06.06.2017
5260;50.296463;19.020931;41-103;01.03.2021
5261;50.449000;18.839245;42-600;25.12.2018
5262;50.036602;18.755127;43-267;30.11.2020
5263;50.240906;19.131653;41-400;27.09.2019
5264;50.487537;19.297575;42-480;25.05.2018
5265;49.786194;19.057620;43-309;09.07.2017
5266;49.954926;18.589678;44-335;16.10.2020
5267;50.324013;19.003086;41-103;25.07.2020
5268;49.794420;18.784544;43-430;19.05.2018
5269;50.322033;19.131815;42-500;29.10.2018
5270;50.396545;18.871822;41-933;15.05.2020
5271;50.398434;18.628970;44-120;05.10.2019
5272;50.306843;19.026201;41-100;06.01.2019
5273;50.443380;18.859460;42-600;01.12.2019
5274;50.448853;18.862886;42-600;26.12.2018
5275;50.447945;18.826704;42-612;11.03.2018
5276;50.454838;18.519863;44-180;26.01.2019
5277;50.097637;18.546627;44-200;13.12.2017
5278;50.335650;18.640870;44-113;19.01.2017
5279;50.253100;18.683798;44-141;23.04.2019
5280;50.348267;18.917890;41-902;04.10.2020
5281;50.285435;18.676529;44-100;02.07.2018
5282;50.276966;18.672050;44-122;29.07.2017
5283;50.293980;19.132702;41-205;28.02.2018
5284;50.164024;18.902065;43-190;11.08.2017
5285;50.325157;19.189276;41-300;17.07.2019
5286;50.222992;19.247808;43-600;28.05.2017
5287;50.578510;19.342585;42-300;25.09.2017
5288;50.567455;19.336208;42-300;06.09.2017
5289;50.118153;18.986470;43-100;28.11.2017
5290;50.116730;18.977050;43-100;03.11.2018
5291;49.926537;18.999770;43-502;06.02.2017
5292;50.298510;18.677206;44-100;07.09.2020
5293;49.960050;18.572350;44-335;31.10.2020
5294;50.273582;18.857950;41-710;12.06.2017
5295;50.125618;18.980713;43-100;26.05.2017
5296;50.303963;18.785862;41-800;12.09.2019
5297;50.307000;18.781000;41-800;19.01.2021
5298;50.254505;19.040737;40-276;17.02.2017
5299;50.103844;18.524960;44-217;01.10.2019
5300;50.491400;19.421154;42-400;01.11.2018
5301;50.809864;19.093401;42-226;03.07.2017
5302;50.394485;18.681452;42-674;18.08.2018
5303;50.277770;19.126492;41-200;27.05.2018
5304;50.904940;18.937689;42-100;27.10.2017
5305;49.946884;18.565063;44-330;23.04.2019
5306;50.240963;19.027690;40-507;07.01.2019
5307;50.262577;19.097078;40-374;10.03.2017
5308;50.295000;18.789000;41-800;28.04.2019
5309;50.101380;18.523050;44-217;18.11.2017
5310;50.273727;19.142714;41-200;18.02.2021
5311;50.031406;18.680020;44-240;25.10.2019
5312;49.947723;18.610140;44-335;28.12.2020
5313;49.972660;18.937548;43-200;28.05.2017
5314;50.277267;18.978073;40-875;09.05.2017
5315;50.323772;19.175652;41-300;09.12.2018
5316;50.376000;19.260618;42-520;04.06.2020
5317;50.245716;19.035618;40-018;10.12.2018
5318;50.278460;18.980776;40-108;25.02.2021
5319;50.772130;19.675476;42-230;08.09.2020
5320;50.304264;18.735624;41-800;09.03.2020
5321;49.978890;18.945608;43-200;12.03.2018
5322;50.827540;19.110563;42-218;31.08.2018
5323;50.119057;18.988384;43-100;24.07.2017
5324;50.340733;18.636750;44-113;01.07.2019
5325;50.199940;18.980997;40-668;24.05.2019
5326;50.113403;18.990630;43-100;02.09.2020
5327;50.316456;18.645758;44-102;05.12.2020
5328;49.801480;19.069414;43-300;14.10.2017
5329;50.435820;18.870193;42-606;10.06.2019
5330;50.115930;18.991848;43-100;11.02.2018
5331;50.274880;18.871830;41-710;22.09.2020
5332;50.785492;19.099634;42-202;10.11.2018
5333;50.750183;19.269314;42-256;04.10.2017
5334;50.714573;19.156400;42-262;23.02.2017
5335;50.278076;19.127909;41-200;03.03.2020
5336;50.813720;19.131130;42-202;15.01.2017
5337;50.808390;19.122460;42-202;24.01.2021
5338;50.451702;19.520346;42-440;20.05.2018
5339;49.878320;18.602330;43-410;14.06.2019
5340;50.226635;18.989397;40-703;25.01.2017
5341;50.284946;18.970110;40-887;01.04.2017
5342;50.283104;18.878132;41-709;17.03.2019
5343;50.323200;19.183718;41-300;28.08.2017
5344;50.476387;19.228794;42-470;04.11.2019
5345;50.082250;19.161600;43-155;24.11.2017
5346;50.322723;18.656227;44-117;06.05.2017
5347;50.296593;18.674675;44-100;30.03.2018
5348;50.270542;19.024446;40-160;28.07.2018
5349;50.444230;18.856054;42-600;18.03.2021
5350;49.530400;19.111048;34-370;23.01.2019
5351;49.721400;18.810240;43-450;04.06.2020
5352;49.753025;18.804974;43-450;04.10.2017
5353;50.043568;18.577837;44-264;23.04.2020
5354;50.253986;19.026777;40-035;06.03.2020
5355;50.261555;19.017230;40-094;08.01.2021
5356;50.302006;19.032215;41-100;02.04.2019
5357;49.749054;18.630606;43-400;12.07.2020
5358;49.820812;19.050215;43-300;02.05.2019
5359;49.688240;19.198190;34-300;18.01.2021
5360;49.947530;18.574398;44-330;06.07.2018
5361;50.291780;18.659986;44-100;20.04.2018
5362;50.231150;18.952610;40-758;28.07.2018
5363;50.387108;19.081570;42-575;05.07.2018
5364;50.102962;18.991724;43-110;20.01.2019
5365;50.243282;19.140287;41-400;17.02.2019
5366;50.776497;19.153605;42-208;18.07.2017
5367;50.243530;19.112010;41-400;19.05.2017
5368;50.102497;18.566954;44-203;16.01.2018
5369;50.287685;19.180155;41-219;21.08.2018
5370;50.299710;18.791517;41-800;12.10.2020
5371;49.549000;18.933323;43-474;26.03.2020
5372;50.290035;18.962378;41-516;23.10.2017
5373;50.276638;19.124280;41-200;15.12.2020
5374;50.295600;19.131950;41-205;26.01.2020
5375;50.291862;18.905900;41-600;23.08.2018
5376;50.292572;18.731150;44-103;22.03.2021
5377;50.801514;19.117538;42-202;07.10.2019
5378;50.271294;19.125137;41-200;13.09.2018
5379;50.302210;18.786867;41-800;28.02.2021
5380;49.659462;19.296062;34-331;06.10.2017
5381;50.081417;19.157967;43-155;13.03.2019
5382;50.118800;18.977015;43-100;07.04.2017
5383;50.812126;19.119780;42-202;16.10.2019
5384;50.053130;18.379072;44-370;28.06.2018
5385;50.293580;18.669037;44-100;21.07.2019
5386;50.242500;19.137903;41-400;12.06.2018
5387;50.315525;18.888170;41-712;14.03.2020
5388;50.306915;19.004885;41-106;15.07.2020
5389;50.588470;19.060375;42-289;17.10.2020
5390;50.267500;19.166424;41-200;30.10.2017
5391;50.299390;18.652070;44-121;10.03.2019
5392;50.378590;19.125383;42-512;12.01.2020
5393;50.016160;18.907360;43-211;05.12.2020
5394;50.231216;18.963882;40-754;29.06.2019
5395;50.095410;18.541440;44-200;07.12.2018
5396;50.442890;18.860310;42-600;02.04.2019
5397;50.325480;19.185038;41-300;05.06.2020
5398;50.223710;18.995197;40-541;14.04.2020
5399;50.098797;18.521320;44-217;11.11.2018
5400;50.395954;18.801897;41-936;02.08.2020
5401;50.284220;19.185290;41-219;16.06.2018
5402;50.278477;19.111088;41-209;26.10.2017
5403;49.950745;18.491530;44-348;20.08.2019
5404;50.673553;18.685726;42-700;18.05.2020
5405;50.671196;18.674215;42-700;18.01.2021
5406;50.168835;18.891048;43-190;27.04.2018
5407;50.167645;18.903217;43-190;15.04.2018
5408;49.823210;19.044765;43-300;10.10.2017
5409;50.295530;18.684885;44-100;11.09.2017
5410;49.959145;18.400105;44-350;05.12.2020
5411;50.030453;18.683200;44-247;07.01.2020
5412;49.894245;18.814585;43-520;06.08.2019
5413;50.310940;18.785954;41-800;05.10.2017
5414;49.748077;18.634108;43-400;20.09.2020
5415;50.308480;18.949488;41-500;04.09.2020
5416;50.805690;19.117558;42-217;30.04.2017
5417;50.232270;18.660278;44-194;18.05.2018
5418;50.100390;18.558233;44-200;27.06.2020
5419;50.127200;18.982126;43-100;11.04.2017
5420;49.481598;19.080933;34-370;14.11.2020
5421;50.307556;18.974045;41-503;11.09.2017
5422;50.084328;18.212750;47-400;07.04.2019
5423;50.272644;18.933228;41-506;06.08.2017
5424;50.324257;19.183481;41-300;31.03.2020
5425;49.629745;18.913609;43-460;09.11.2019
5426;50.324980;19.191715;41-300;19.01.2021
5427;50.190014;18.630060;44-193;02.06.2019
5428;50.664948;18.687447;42-700;01.07.2018
5429;49.810260;19.042776;43-300;19.07.2018
5430;50.294330;18.952885;41-500;29.12.2019
5431;50.252285;19.020400;40-039;03.08.2017
5432;50.190640;18.624520;44-193;17.06.2017
5433;50.676796;19.214249;42-360;06.05.2019
5434;50.478800;19.445553;42-400;04.02.2019
5435;50.224293;19.062859;40-487;18.09.2017
5436;50.022860;18.672012;44-240;23.03.2019
5437;50.123894;18.986730;43-100;04.08.2017
5438;50.087868;18.586996;44-203;29.10.2020
5439;50.298088;18.969435;41-503;12.09.2019
5440;50.801064;19.075047;42-280;01.10.2019
5441;49.860394;19.228174;43-354;01.07.2017
5442;50.098830;18.989044;43-100;27.05.2020
5443;50.561940;19.569357;42-425;26.04.2020
5444;50.674034;18.683790;42-700;17.11.2019
5445;49.998350;18.460459;44-300;02.02.2021
5446;50.079304;18.442310;44-280;11.06.2020
5447;49.602390;19.113277;34-350;09.05.2019
5448;49.642147;19.177736;34-382;25.10.2020
5449;50.346836;18.919357;41-902;29.05.2018
5450;50.171307;18.905804;43-190;26.08.2018
5451;50.294216;19.157250;41-219;07.06.2019
5452;49.752440;19.263153;34-321;18.01.2020
5453;50.018024;18.505104;44-321;18.01.2018
5454;50.032784;18.398430;44-370;05.12.2020
5455;50.045730;18.500603;44-274;02.07.2020
5456;49.989456;18.947617;43-200;30.01.2017
5457;50.318460;18.587673;44-164;04.11.2017
5458;50.162853;19.242220;43-608;17.03.2019
5459;50.226357;18.970402;40-723;08.03.2019
5460;50.860996;19.220036;42-242;10.03.2021
5461;50.840220;19.172638;42-209;04.04.2020
5462;50.436490;18.910340;42-620;11.06.2019
5463;50.280342;19.141544;41-200;03.07.2019
5464;50.027810;18.689709;44-244;19.05.2018
5465;50.237774;18.908733;41-707;09.09.2019
5466;50.401720;18.904821;41-922;23.01.2018
5467;50.304394;19.096582;41-250;29.03.2019
5468;50.216720;18.562070;44-145;02.11.2018
5469;50.445570;18.830286;42-612;24.09.2019
5470;50.787560;19.144400;42-207;01.12.2018
5471;50.258240;19.021930;40-012;21.04.2017
5472;49.746758;18.640750;43-400;21.06.2018
5473;50.312010;19.074196;41-250;06.09.2017
5474;49.721455;18.918966;43-438;21.01.2021
5475;49.583313;19.102030;34-350;12.12.2020
5476;50.341854;18.628641;44-109;21.07.2017
5477;50.200912;19.272474;43-600;11.05.2020
5478;50.215313;19.255058;43-600;12.01.2021
5479;50.163277;19.307600;43-607;20.08.2018
5480;49.769615;18.854193;43-436;19.12.2020
5481;50.176693;18.971874;40-748;01.07.2020
5482;49.659245;18.855568;43-460;22.12.2020
5483;50.212420;18.987762;40-617;15.12.2017
5484;50.142845;18.774153;43-180;23.07.2020
5485;50.294716;19.244984;41-215;20.08.2019
5486;50.816010;19.097550;42-217;02.06.2017
5487;50.299263;18.821358;41-800;07.03.2019
5488;49.850372;19.093035;43-344;14.03.2018
5489;49.615090;19.130135;34-350;20.03.2017
5490;50.811920;19.106870;42-217;28.01.2019
5491;50.290380;19.132154;41-205;10.06.2018
5492;50.294010;19.192917;41-219;14.02.2019
5493;50.491444;18.946360;42-610;13.06.2020
5494;50.235893;19.141026;41-400;04.11.2018
5495;50.283688;19.029848;40-155;02.01.2020
5496;50.012978;18.459066;44-286;02.10.2018
5497;50.240425;18.768148;44-177;31.10.2019
5498;50.094456;18.515118;44-210;13.05.2019
5499;50.070953;19.184273;43-155;23.02.2018
5500;50.322760;19.177488;41-300;14.02.2021
5501;49.773376;18.847296;43-436;30.08.2017
5502;50.266186;19.018396;40-121;22.09.2018
5503;50.306282;18.774204;41-800;29.08.2019
5504;50.284820;19.147032;41-200;01.06.2019
5505;50.352670;18.889208;41-902;15.01.2018
5506;50.045994;18.703293;44-240;04.06.2019
5507;50.795450;19.096930;42-202;27.10.2018
5508;50.873320;19.128890;42-233;02.10.2018
5509;50.283497;18.957388;41-516;13.06.2020
5510;50.239860;19.012356;40-526;22.04.2020
5511;50.373703;18.946266;41-940;08.09.2020
5512;50.882404;18.688858;42-141;20.12.2018
5513;50.087030;18.197462;47-400;21.01.2017
5514;49.662660;18.853443;43-460;12.12.2017
5515;50.339527;18.964594;41-946;28.08.2020
5516;50.334763;18.887380;41-907;30.07.2019
5517;50.511894;19.457052;42-400;28.11.2017
5518;50.142918;18.609490;44-213;29.11.2017
5519;50.782772;19.141490;42-216;03.03.2020
5520;49.821526;19.026148;43-300;24.06.2018
5521;50.826040;19.115376;42-218;06.08.2018
5522;50.253870;19.003654;40-069;15.02.2017
5523;50.298540;19.157623;41-219;29.09.2019
5524;50.140210;18.625866;44-238;06.03.2017
5525;50.289253;18.650915;44-100;09.11.2018
5526;50.573963;19.304539;42-300;07.03.2021
5527;49.818157;19.033455;43-300;17.10.2020
5528;50.253300;18.901806;41-707;04.10.2018
5529;50.310940;18.853613;41-700;24.12.2017
5530;50.123962;19.125023;43-140;21.04.2020
5531;50.303000;18.792000;41-800;26.10.2018
5532;49.823048;19.049028;43-300;30.09.2019
5533;49.912310;19.005901;43-502;06.10.2017
5534;50.209330;19.263159;43-600;10.05.2017
5535;50.638256;18.840242;42-286;31.05.2017
5536;50.303513;19.030155;41-100;27.04.2020
5537;50.036827;18.687946;44-240;03.09.2017
5538;50.330330;19.219421;41-303;25.02.2019
5539;50.597397;19.161438;42-350;10.01.2019
5540;50.412080;18.948463;41-945;10.11.2019
5541;50.236748;18.832047;41-706;24.11.2020
5542;49.480600;19.140795;34-371;06.01.2017
5543;50.222860;18.720886;44-186;29.03.2018
5544;50.204117;19.274696;43-600;06.04.2018
5545;49.800000;18.797000;43-430;29.05.2020
5546;50.046890;18.692373;44-240;08.09.2018
5547;50.319794;19.155247;42-500;17.11.2020
5548;50.285000;19.013000;40-566;30.05.2018
5549;50.294950;18.942266;41-500;20.02.2020
5550;50.567510;19.311686;42-300;06.10.2017
5551;50.019947;18.478058;44-313;05.05.2019
5552;50.260773;18.968346;40-824;23.01.2021
5553;50.392212;18.953896;41-943;06.12.2020
5554;50.343887;18.766003;41-807;03.12.2020
5555;50.221794;18.677551;44-190;11.07.2020
5556;49.749670;18.631887;43-400;11.10.2020
5557;50.750763;19.151415;42-263;08.02.2020
5558;50.823788;20.528719;26-052;25.10.2020
5559;50.875470;20.610592;25-723;19.01.2017
5560;50.944480;21.389114;27-400;10.03.2019
5561;50.948475;21.391556;27-400;27.12.2017
5562;50.886265;20.645544;25-320;22.05.2019
5563;50.871204;20.631334;25-303;13.04.2020
5564;50.892430;20.674976;25-376;18.07.2020
5565;50.872078;20.623846;25-004;24.03.2021
5566;50.889465;20.611605;25-614;22.06.2020
5567;50.871000;20.640509;25-335;17.09.2019
5568;50.885082;20.581160;25-636;20.08.2017
5569;50.867730;20.650822;25-342;21.11.2020
5570;50.867030;20.642357;25-335;18.09.2017
5571;50.853260;20.631844;25-108;18.11.2018
5572;50.889538;20.653730;25-435;20.11.2018
5573;50.875744;20.633512;25-512;16.03.2019
5574;50.870197;20.630959;25-301;30.07.2019
5575;50.903236;20.667141;25-561;19.10.2020
5576;50.684240;21.735890;27-600;12.10.2018
5577;50.863000;20.634338;25-370;30.12.2020
5578;50.953346;21.380754;27-400;02.05.2019
5579;50.939290;21.388475;27-400;03.07.2019
5580;50.937170;21.387278;27-400;19.06.2019
5581;50.960880;21.356796;27-400;21.12.2017
5582;51.116997;20.858158;26-110;04.04.2020
5583;50.873947;20.624891;25-502;10.10.2020
5584;50.874157;20.630632;25-522;20.09.2019
5585;50.865080;20.628480;25-025;28.02.2020
5586;50.862198;20.637928;25-371;16.10.2019
5587;50.888996;20.617668;25-660;10.01.2021
5588;50.875034;20.620283;25-002;25.04.2017
5589;50.679558;21.750137;27-600;07.06.2020
5590;50.682030;21.749334;27-600;06.05.2020
5591;50.865880;20.643932;25-356;18.06.2020
5592;50.863500;20.590038;25-709;07.03.2021
5593;50.887894;20.639185;25-555;08.09.2019
5594;50.874870;20.607714;25-734;06.10.2020
5595;51.120815;20.862173;26-110;26.03.2021
5596;50.944530;21.378002;27-400;10.01.2019
5597;50.468800;20.724010;28-100;18.10.2017
5598;50.469370;20.714890;28-100;23.04.2020
5599;50.467754;20.718317;28-100;28.06.2017
5600;50.888844;20.636513;25-553;24.06.2020
5601;50.871100;20.626238;25-005;14.04.2018
5602;50.866222;20.617876;25-020;17.09.2020
5603;50.870213;20.624647;25-006;10.04.2019
5604;50.882427;20.585562;25-636;25.01.2017
5605;50.871788;20.633451;25-308;07.02.2017
5606;50.873680;20.628208;25-034;18.08.2020
5607;50.867695;20.650623;25-310;24.08.2019
5608;50.854637;20.617250;25-125;08.02.2018
5609;50.883663;20.627432;25-526;08.06.2020
5610;50.872370;20.623512;25-017;22.07.2017
5611;50.880074;20.593420;25-634;08.09.2020
5612;50.866673;20.634360;25-366;26.05.2017
5613;50.877210;20.631052;25-522;02.08.2018
5614;50.892070;20.659883;25-431;24.07.2018
5615;50.888428;20.615673;25-659;02.06.2020
5616;50.848050;20.633507;25-155;17.06.2017
5617;50.870823;20.632917;25-305;23.01.2017
5618;50.845196;20.640617;25-211;28.05.2018
5619;50.858784;20.636213;25-389;12.03.2018
5620;50.895256;20.665684;25-437;30.01.2020
5621;50.924835;21.392572;27-400;11.02.2020
5622;50.962470;21.368600;27-400;19.11.2017
5623;50.944637;21.394993;27-400;18.10.2018
5624;50.958366;21.431530;27-400;08.07.2018
5625;51.118877;20.864122;26-110;22.04.2018
5626;51.114716;20.854790;26-110;14.09.2017
5627;50.852470;20.624346;25-114;15.08.2018
5628;50.873150;20.653760;25-326;07.01.2020
5629;50.884686;20.629526;25-528;19.03.2020
5630;50.863740;20.628336;25-033;02.01.2018
5631;50.948784;21.378302;27-400;23.12.2018
5632;50.897003;20.669910;25-437;27.02.2020
5633;50.873306;20.632969;25-306;14.11.2019
5634;50.945713;21.399605;27-400;15.11.2019
5635;50.880245;20.587406;25-633;07.05.2018
5636;50.928085;21.387339;27-400;15.09.2018
5637;50.864960;20.635939;25-372;05.02.2018
5638;51.120747;20.876078;26-100;14.03.2021
5639;50.869335;20.643316;25-343;10.04.2019
5640;50.851406;20.630758;25-112;22.11.2017
5641;50.873135;20.608604;25-736;07.12.2019
5642;50.869550;20.632774;25-350;28.12.2017
5643;50.934883;21.388494;27-400;19.07.2020
5644;50.688710;21.729155;27-600;19.02.2020
5645;50.881588;20.638138;25-531;10.12.2018
5646;50.564490;21.166582;28-200;05.02.2017
5647;50.942467;21.408600;27-400;11.05.2019
5648;51.050460;21.061216;27-200;09.01.2017
5649;50.476273;20.718466;28-100;09.03.2020
5650;50.687220;21.734007;27-600;03.11.2017
5651;50.871430;20.627580;25-507;20.04.2020
5652;51.118477;20.857386;26-110;25.05.2017
5653;50.883335;20.645376;25-406;12.11.2018
5654;50.865818;20.653666;25-345;18.05.2020
5655;51.116722;20.892466;26-110;21.05.2019
5656;51.191887;20.409033;26-200;30.01.2021
5657;50.873410;20.652208;25-321;29.11.2020
5658;50.264710;20.493275;28-500;15.07.2018
5659;50.875137;20.619267;25-014;08.03.2021
5660;50.469420;20.719507;28-100;20.01.2019
5661;50.884308;20.577747;25-640;11.09.2019
5662;50.950535;21.383130;27-400;04.04.2017
5663;50.944270;21.410109;27-400;25.09.2019
5664;50.869010;20.619816;25-018;11.09.2020
5665;50.924763;21.397749;27-400;22.03.2020
5666;50.803260;21.418465;27-500;07.03.2021
5667;50.951770;21.371674;27-400;10.04.2020
5668;50.882313;20.464128;26-065;30.12.2017
5669;50.884594;20.636787;25-533;30.05.2018
5670;50.874405;20.628925;25-516;11.03.2018
5671;51.051655;21.075260;27-200;25.12.2019
5672;50.846970;19.979292;29-100;30.03.2020
5673;50.568764;21.170866;28-203;04.12.2018
5674;50.685295;21.740564;27-600;26.12.2017
5675;50.917320;21.364443;27-400;06.03.2020
5676;50.873900;20.622960;25-503;01.11.2019
5677;50.807800;21.852430;27-630;23.06.2019
5678;50.640915;20.301674;28-300;02.03.2019
5679;50.873180;20.619171;25-014;21.02.2021
5680;50.428192;21.277681;28-230;02.12.2019
5681;50.663390;21.749662;27-600;20.10.2020
5682;50.515167;20.540722;28-400;15.02.2020
5683;51.040806;21.083988;27-200;17.04.2020
5684;50.846718;20.626883;25-106;21.12.2020
5685;50.886765;20.614900;25-614;31.05.2017
5686;50.868770;20.614620;25-709;30.04.2020
5687;50.878090;20.611620;25-606;12.06.2017
5688;50.866917;20.640177;25-355;02.01.2021
5689;50.563286;20.051079;28-340;17.03.2021
5690;54.186913;19.412416;82-300;23.03.2017
5691;54.187240;19.403357;82-300;20.02.2017
5692;54.035767;21.774061;11-500;28.06.2019
5693;54.159770;19.406118;82-300;18.06.2019
5694;54.159073;19.419070;82-300;07.02.2017
5695;53.914536;19.926914;14-300;24.11.2018
5696;54.159424;19.405580;82-300;29.03.2017
5697;54.153934;19.412529;82-300;03.08.2017
5698;54.188084;19.423496;82-300;09.03.2019
5699;54.175500;19.397577;82-300;07.12.2018
5700;53.819940;22.347910;19-300;21.08.2019
5701;53.834300;22.340698;19-300;01.07.2020
5702;53.828167;22.353064;19-300;19.11.2018
5703;53.823930;22.357826;19-300;14.03.2019
5704;53.581870;19.566350;14-202;25.02.2019
5705;53.585503;19.558191;14-202;03.03.2019
5706;53.692207;19.971325;14-100;18.05.2017
5707;53.692726;19.966488;14-100;25.07.2018
5708;53.769028;20.458110;10-072;27.10.2020
5709;53.764210;20.464863;10-720;25.03.2018
5710;53.796270;20.499334;10-241;17.04.2017
5711;53.777256;20.480260;10-003;16.05.2020
5712;53.786820;20.484285;10-686;28.04.2019
5713;53.740902;20.493732;10-686;02.07.2018
5714;53.771430;20.483670;10-555;31.12.2017
5715;53.737335;20.494755;10-692;01.08.2020
5716;53.773457;20.498250;10-450;25.01.2019
5717;53.760452;20.487246;10-088;07.08.2019
5718;53.781210;20.481106;10-527;24.04.2020
5719;53.771088;20.502874;10-450;17.10.2018
5720;53.792780;20.496208;10-283;01.11.2019
5721;53.740063;20.502470;10-691;11.02.2019
5722;53.764072;20.500145;10-601;19.05.2018
5723;53.749220;20.500263;10-685;24.03.2017
5724;53.783897;20.465967;10-173;03.08.2018
5725;53.765007;20.418911;10-804;06.11.2018
5726;53.787457;20.487213;10-272;13.06.2020
5727;53.800217;20.399715;11-041;26.02.2019
5728;53.779930;20.485110;10-539;21.03.2019
5729;53.744663;20.486210;10-693;29.01.2017
5730;53.779366;20.478200;10-110;16.09.2018
5731;54.153590;19.414686;82-300;25.05.2019
5732;54.159744;19.403236;82-300;29.11.2020
5733;54.157757;19.395552;82-300;28.06.2018
5734;54.181427;19.423227;82-300;04.02.2019
5735;54.165714;19.405714;82-300;03.03.2018
5736;54.163563;19.409996;82-300;06.11.2017
5737;54.150750;19.433754;82-300;14.07.2018
5738;53.701430;19.960918;14-100;17.12.2019
5739;53.364000;20.427000;13-100;04.08.2019
5740;53.360546;20.424665;13-100;26.09.2019
5741;53.641796;21.536604;12-220;06.11.2020
5742;53.565945;20.991648;12-100;10.11.2017
5743;53.593746;19.568323;14-200;23.10.2018
5744;54.205430;21.753492;11-600;07.12.2019
5745;53.690575;19.975388;14-100;23.02.2020
5746;53.863533;20.954958;11-300;04.03.2018
5747;53.871883;21.303932;11-700;29.12.2020
5748;54.164062;19.405014;82-300;25.03.2017
5749;53.241383;20.184362;13-200;09.10.2018
5750;53.241356;20.198214;13-200;18.09.2018
5751;54.034763;21.771288;11-500;26.08.2020
5752;53.234745;20.175182;13-200;14.06.2018
5753;54.036007;21.764500;11-500;10.02.2019
5754;53.585957;19.568468;14-202;14.04.2019
5755;53.584280;19.562304;14-200;02.09.2019
5756;53.600933;19.583391;14-200;13.09.2019
5757;53.602146;19.563960;14-200;08.07.2017
5758;54.082523;21.372023;11-400;08.08.2020
5759;53.775760;20.475756;10-026;27.04.2017
5760;54.127840;20.570965;11-100;19.03.2021
5761;53.503876;19.749685;14-260;21.06.2020
5762;53.502655;19.748535;14-260;01.06.2020
5763;53.801003;21.572254;11-730;30.11.2020
5764;53.912674;19.933865;14-300;21.07.2019
5765;53.913740;19.930054;14-300;16.12.2018
5766;53.867973;21.305490;11-700;14.02.2018
5767;53.862380;21.301157;11-700;26.04.2018
5768;53.428150;19.588333;13-300;10.08.2020
5769;54.038662;22.502098;19-400;21.08.2018
5770;53.582565;20.282991;11-015;21.06.2017
5771;53.699010;19.959356;14-100;03.02.2021
5772;53.697086;19.963884;14-100;29.05.2019
5773;53.695038;19.963917;14-100;27.02.2018
5774;53.730003;20.495537;10-687;24.04.2019
5775;53.563260;20.995144;12-100;15.01.2019
5776;53.563606;20.997372;12-100;16.08.2017
5777;54.378400;19.814352;14-500;23.09.2018
5778;54.156513;19.407408;82-300;08.10.2017
5779;54.180010;19.405302;82-300;27.07.2017
