ID;Longitude;Latitude;kod.pocztowy;creationDate
1154;51.247547;22.553158;20-076;17.02.2020
1155;50.805866;23.891417;22-500;23.10.2020
1156;50.712517;23.267786;22-400;15.06.2018
1157;50.719196;23.273722;22-406;20.02.2017
1158;50.715200;23.277353;22-404;20.08.2020
1159;50.711052;23.279684;22-400;11.08.2020
1160;51.219130;22.701100;21-040;11.09.2018
1161;51.460644;22.609110;21-100;28.05.2017
1162;51.255283;22.560010;20-064;19.01.2018
1163;51.247463;22.558290;20-006;28.04.2018
1164;52.025852;23.131285;21-500;02.02.2017
1165;51.249750;22.535254;20-043;20.03.2019
1166;50.450890;23.414510;22-600;28.09.2020
1167;51.255985;22.580750;20-128;22.05.2017
1168;50.718414;23.253212;22-400;26.06.2019
1169;50.717330;23.251400;22-400;15.08.2020
1170;51.642864;22.904253;21-200;22.09.2017
1171;50.532930;22.718826;23-400;23.04.2017
1172;51.242855;22.556532;20-015;13.10.2020
1173;52.031570;23.118710;21-500;26.06.2018
1174;51.247110;22.489994;20-704;09.03.2020
1175;51.918304;22.373770;21-400;21.05.2018
1176;50.927900;22.224197;23-200;12.04.2018
1177;51.211166;22.707663;21-040;12.11.2020
1178;51.418034;21.961199;24-100;06.06.2019
1179;51.562860;21.866774;08-530;23.06.2018
1180;50.443520;23.417746;22-600;14.03.2018
1181;52.732420;15.237680;66-400;26.12.2017
1182;52.730537;15.235977;66-400;23.03.2018
1183;52.761925;15.266713;66-400;19.06.2020
1184;52.736190;15.234132;66-400;11.06.2017
1185;52.734615;15.233236;66-400;23.04.2018
1186;52.760870;15.264050;66-400;06.01.2021
1187;52.740143;15.246821;66-400;02.10.2019
1188;52.754402;15.230096;66-400;22.06.2019
1189;52.734055;15.246095;66-400;31.12.2020
1190;52.764767;15.264660;66-400;19.04.2017
1191;52.763348;15.246984;66-400;03.10.2019
1192;52.738644;15.211815;66-400;14.01.2018
1193;52.735374;15.196098;66-400;07.06.2020
1194;52.756350;15.260894;66-400;15.03.2021
1195;51.801970;15.719743;67-100;24.07.2020
1196;51.807705;15.707915;67-100;30.11.2017
1197;51.800217;15.717836;67-100;28.09.2020
1198;51.802002;15.711385;67-100;30.01.2018
1199;51.806090;15.712986;67-100;11.02.2021
1200;51.792076;15.719214;67-100;02.08.2017
1201;51.804676;15.702456;67-100;03.02.2021
1202;51.820198;15.709573;67-100;18.03.2018
1203;51.801094;15.706635;67-100;26.03.2021
1204;51.801980;15.693015;67-100;07.11.2020
1205;51.806460;15.716027;67-100;12.04.2017
1206;51.615000;15.323000;68-100;20.01.2020
1207;52.757305;15.249175;66-400;06.02.2021
1208;51.638985;15.145119;68-200;02.12.2018
1209;51.626022;15.124700;68-200;12.01.2021
1210;51.638165;15.140568;68-200;29.12.2019
1211;51.633340;15.132797;68-200;01.07.2018
1212;52.740623;15.209984;66-400;17.11.2017
1213;52.763360;15.242878;66-400;11.10.2020
1214;52.725548;15.204440;66-400;10.11.2018
1215;52.763050;15.264000;66-400;02.03.2019
1216;52.748870;15.236793;66-400;04.02.2018
1217;52.738510;15.252696;66-400;18.04.2018
1218;52.728836;15.228641;66-400;22.10.2018
1219;52.740470;15.231515;66-400;06.04.2020
1220;52.749060;15.251692;66-400;20.03.2017
1221;52.734780;15.236520;66-400;28.05.2019
1222;52.733330;15.231951;66-400;10.02.2017
1223;52.760597;15.255816;66-400;29.03.2017
1224;52.762690;15.254003;66-400;29.08.2018
1225;52.731190;15.242322;66-400;16.09.2020
1226;52.734802;15.259554;66-400;02.07.2020
1227;52.763897;15.270081;66-400;06.02.2021
1228;52.757526;15.241728;66-400;12.06.2018
1229;52.738873;15.228390;66-400;02.06.2018
1230;52.732285;15.240267;66-400;17.03.2020
1231;52.732520;15.212703;66-400;02.02.2021
1232;52.588963;14.655703;66-470;26.08.2019
1233;51.786000;14.969000;68-300;15.12.2019
1234;51.788000;14.973000;68-300;17.05.2018
1235;52.583440;15.005284;66-435;05.02.2019
1236;52.455143;14.869871;69-220;20.04.2017
1237;51.690807;15.731836;67-124;11.07.2018
1238;51.810047;16.312595;67-400;25.11.2018
1239;51.641872;15.122696;68-200;12.05.2018
1240;51.642000;15.134000;68-200;26.03.2020
1241;51.644900;15.129848;68-200;29.06.2020
1242;51.636050;15.135489;68-200;10.01.2017
1243;52.795506;15.325671;66-416;16.02.2020
1244;52.562187;14.803280;66-436;29.11.2017
1245;51.878800;16.069088;67-410;09.09.2020
1246;52.244230;15.814541;66-210;07.02.2021
1247;52.052937;15.105239;66-600;16.02.2017
1248;51.960880;14.720930;66-620;12.08.2018
1249;51.956654;14.723346;66-620;08.10.2017
1250;51.744210;15.597584;67-120;16.01.2019
1251;51.745483;15.593789;67-120;18.10.2018
1252;52.055843;15.096931;66-600;02.05.2018
1253;52.053610;15.102405;66-600;19.09.2019
1254;52.442017;15.114026;69-200;10.04.2018
1255;51.979440;15.487181;66-016;02.10.2019
1256;52.444000;15.582000;66-300;13.12.2020
1257;52.344826;14.837011;69-110;12.07.2017
1258;52.599000;15.501000;66-440;29.09.2018
1259;52.355095;14.558446;69-100;13.12.2020
1260;52.877678;15.533363;66-500;10.08.2017
1261;52.880000;15.535000;66-500;01.05.2019
1262;52.247517;15.532746;66-200;23.12.2019
1263;52.249584;15.533689;66-200;07.06.2019
1264;52.590510;14.658668;66-470;13.09.2019
1265;51.932000;15.517000;65-436;08.11.2019
1266;51.943850;15.472572;65-780;29.01.2021
1267;51.929000;15.497000;65-515;24.05.2019
1268;51.926000;15.488000;65-533;02.10.2017
1269;51.943000;15.514000;65-040;07.10.2018
1270;51.942000;15.508000;65-054;02.06.2020
1271;51.937717;15.501532;65-409;20.12.2020
1272;51.925255;15.508249;65-308;26.10.2019
1273;51.935620;15.506186;65-001;24.09.2018
1274;51.932000;15.486000;65-536;18.06.2020
1275;51.930443;15.508822;65-452;17.07.2018
1276;51.938427;15.473569;65-941;25.03.2021
1277;51.965965;15.533424;65-001;22.11.2020
1278;51.929405;15.501073;65-465;02.06.2017
1279;51.909000;15.511000;65-385;09.04.2020
1280;51.939000;15.516000;65-001;29.10.2018
1281;51.945090;15.502825;65-001;29.01.2018
1282;51.938232;15.505648;65-001;17.02.2017
1283;51.942000;15.504000;65-058;12.08.2018
1284;51.950092;15.500462;65-735;22.10.2019
1285;51.934000;15.492000;65-559;05.09.2018
1286;51.951850;15.503594;65-736;23.12.2019
1287;52.084602;15.625318;66-100;19.03.2019
1288;51.618000;15.325000;68-100;01.10.2018
1289;52.738735;15.217738;66-400;06.03.2018
1290;51.898766;15.570824;66-004;06.06.2020
1291;51.976730;15.487404;66-016;09.02.2020
1292;52.739513;15.223702;66-400;05.07.2019
1293;51.799740;15.709493;67-100;24.05.2020
1294;52.440487;15.564823;66-300;25.06.2018
1295;52.731100;15.227924;66-400;04.08.2019
1296;52.444508;15.568204;66-300;05.08.2017
1297;52.592735;15.497706;66-440;13.04.2020
1298;52.247673;15.535595;66-200;20.09.2019
1299;52.253470;15.517580;66-200;26.05.2020
1300;52.749330;15.291258;66-400;29.01.2020
1301;52.697903;15.297055;66-400;03.11.2017
1302;51.947000;15.513000;65-019;23.01.2020
1303;52.055145;15.109714;66-600;02.09.2018
1304;51.802555;16.318663;67-400;19.02.2021
1305;52.723076;15.229131;66-400;07.10.2018
1306;51.806366;15.721521;67-100;28.11.2017
1307;52.349613;14.824198;69-110;05.04.2019
1308;52.086563;15.625691;66-100;07.10.2019
1309;52.673782;14.900757;66-460;08.04.2017
1310;52.350616;14.566999;69-100;01.02.2021
1311;51.934910;15.475304;65-943;05.12.2018
1312;51.932000;15.554000;65-001;08.12.2019
1313;51.929000;15.491000;65-534;20.09.2020
1314;52.765045;15.244069;66-400;15.12.2019
1315;51.936310;15.506059;65-454;12.06.2018
1316;51.939545;15.524708;65-187;03.01.2017
1317;51.938570;15.509451;65-001;29.06.2017
1318;51.945415;15.514658;65-043;08.04.2018
1319;51.937782;15.502510;65-018;17.01.2021
1320;51.937874;15.535852;65-246;16.05.2018
1321;51.949688;15.520945;65-001;19.05.2017
1322;51.936000;15.470000;65-140;21.02.2019
1323;52.012783;15.426631;66-016;15.08.2020
1324;52.741283;15.254233;66-400;23.06.2018
1325;52.753380;15.233046;66-400;15.04.2019
1326;51.639786;15.127667;68-200;31.07.2019
1327;51.957466;15.491764;65-255;30.06.2018
1328;51.804410;15.719968;67-100;01.05.2017
1329;52.358950;14.567003;69-100;14.03.2020
1330;51.565760;15.537632;67-300;21.12.2017
1331;52.347530;14.826140;69-110;25.02.2017
1332;52.839740;15.830066;66-530;23.10.2018
1333;52.751090;15.243918;66-400;10.06.2017
1334;51.939900;15.506584;65-066;31.05.2019
1335;51.929000;15.493000;65-536;13.06.2020
1336;51.935000;15.481000;65-536;17.09.2017
1337;52.352356;14.563044;69-100;28.10.2019
1338;51.807487;16.315313;67-400;04.09.2019
1339;52.729950;15.230177;66-400;01.06.2017
1340;51.805340;15.708562;67-100;08.12.2019
1341;52.350018;14.558505;69-100;14.04.2017
1342;51.943333;15.526117;65-186;09.04.2018
1343;51.932354;15.494672;65-001;08.06.2017
1344;51.945360;15.497926;65-021;27.12.2018
1345;51.928307;15.514808;65-001;27.10.2017
1346;51.939020;15.475771;65-077;12.09.2020
1347;51.945150;15.520389;65-001;10.01.2018
1348;51.921000;15.502000;65-664;14.08.2020
1349;51.957850;15.502618;65-001;09.03.2018
1350;51.968000;15.450000;66-015;15.05.2017
1351;52.590534;14.647852;66-470;15.09.2018
1352;52.696583;15.098771;66-450;09.11.2018
1353;51.806473;16.319338;67-400;22.12.2019
1354;52.230137;19.366117;99-300;03.07.2017
1355;51.770660;19.466904;90-123;05.01.2018
1356;51.771645;19.468302;90-125;22.01.2020
1357;51.774803;19.455833;90-273;20.10.2017
1358;51.729430;19.490736;93-259;29.09.2020
1359;51.744095;19.470327;93-188;22.09.2017
1360;51.764458;19.444637;90-640;13.05.2020
1361;51.726456;19.465046;93-509;20.08.2019
1362;51.775314;19.462194;90-207;26.06.2019
1363;51.786533;19.448994;91-055;10.10.2020
1364;51.757263;19.451410;90-536;12.01.2019
1365;51.731390;19.465054;93-521;24.05.2018
1366;51.753773;19.524640;92-314;12.07.2017
1367;51.777443;19.422516;91-087;25.02.2019
1368;51.787210;19.426480;91-054;11.12.2018
1369;51.769592;19.453220;90-418;17.03.2017
1370;51.787647;19.443592;91-049;27.02.2017
1371;51.797330;19.438860;91-341;17.06.2018
1372;51.747260;19.485207;93-110;05.06.2018
1373;51.744144;19.448383;93-578;28.07.2018
1374;51.730755;19.483040;93-150;22.02.2020
1375;51.757267;19.459173;90-447;31.08.2017
1376;51.774483;19.427260;91-078;22.02.2021
1377;51.794230;19.382069;91-134;25.08.2019
1378;51.799850;19.439940;91-347;29.07.2017
1379;51.794567;19.460190;91-845;08.02.2017
1380;51.731810;19.501059;93-248;17.08.2020
1381;51.725178;19.473300;93-368;10.05.2019
1382;51.778465;19.472128;91-409;03.01.2021
1383;51.764664;19.439445;90-644;27.10.2018
1384;51.771797;19.442358;90-746;01.03.2021
1385;51.749300;19.422550;94-032;26.05.2019
1386;51.765040;19.506966;92-238;07.09.2019
1387;51.822094;19.431187;91-496;10.10.2020
1388;51.367000;19.384000;97-400;12.12.2019
1389;51.762000;19.448000;90-503;18.01.2019
1390;51.773567;19.455246;90-406;27.11.2018
1391;51.740000;19.465000;93-029;15.02.2019
1392;51.774265;19.399540;94-214;07.01.2018
1393;51.370087;19.354765;97-400;03.05.2017
1394;51.369007;19.380754;97-400;28.09.2017
1395;51.374420;19.393312;97-400;16.04.2019
1396;51.356125;19.355661;97-400;02.01.2018
1397;51.349220;19.362074;97-400;13.10.2019
1398;51.355830;19.386105;97-400;04.08.2020
1399;51.357697;19.383003;97-400;03.03.2020
1400;51.364150;19.369694;97-400;26.11.2020
1401;51.367290;19.372215;97-400;07.02.2018
1402;51.365055;19.381077;97-400;04.02.2017
1403;51.365480;19.360603;97-400;01.07.2020
1404;51.729713;19.461039;93-515;02.12.2019
1405;51.742462;19.405064;94-004;11.12.2017
1406;51.779755;19.445385;91-071;26.03.2019
1407;51.793995;19.451273;91-463;13.11.2018
1408;51.778046;19.492655;91-404;12.05.2019
1409;51.757793;19.436590;90-553;04.10.2019
1410;51.760830;19.495567;92-319;02.10.2017
1411;51.759640;19.540163;92-542;19.08.2020
1412;51.766785;19.477285;90-031;16.02.2020
1413;51.783268;19.391947;91-116;18.10.2017
1414;51.788414;19.467672;91-811;23.08.2019
1415;51.728880;19.456146;93-530;18.09.2017
1416;51.781450;19.460930;91-433;14.05.2017
1417;51.796722;19.376467;91-215;06.01.2021
1418;51.717250;19.484890;93-317;12.09.2018
1419;51.744150;19.398731;94-046;03.09.2017
1420;51.736420;19.488499;93-272;03.05.2020
1421;51.720993;19.476736;93-376;24.12.2019
1422;51.766273;19.456974;90-423;10.04.2017
1423;51.736675;19.443380;93-562;12.08.2019
1424;51.790417;19.482943;91-711;02.02.2021
1425;51.722923;19.433313;93-492;12.07.2019
1426;51.792000;19.525000;92-108;05.11.2019
1427;51.790180;19.431414;91-329;12.02.2020
1428;51.822440;19.429600;91-362;18.01.2019
1429;51.818740;19.419397;91-371;16.06.2017
1430;51.728622;19.470211;93-025;31.12.2020
1431;51.784180;19.458273;91-440;29.03.2017
1432;51.787586;19.451813;91-446;26.03.2018
1433;51.769398;19.442965;90-604;27.06.2020
1434;51.780186;19.396593;94-221;29.09.2017
1435;51.792570;19.485682;91-719;14.02.2020
1436;51.793404;19.590590;92-701;04.11.2020
1437;51.799885;19.456896;91-855;04.04.2019
1438;51.746273;19.395168;94-048;10.12.2019
1439;51.731000;19.474000;93-024;05.02.2017
1440;51.790947;19.460253;91-838;26.03.2017
1441;51.718370;19.476680;93-379;21.06.2018
1442;51.770985;19.440208;90-735;11.01.2017
1443;51.732690;19.474160;93-166;03.03.2018
1444;51.763330;19.469618;90-014;13.03.2021
1445;51.731113;19.467897;93-011;21.03.2017
1446;51.741710;19.465958;93-184;04.06.2017
1447;51.768616;19.445890;90-624;12.07.2017
1448;51.771240;19.458883;90-266;01.11.2017
1449;51.734276;19.471012;93-008;10.05.2020
1450;51.772860;19.458057;90-266;12.08.2020
1451;51.772000;19.475000;90-132;14.02.2021
1452;51.742393;19.385553;94-050;10.12.2017
1453;51.743378;19.492308;93-219;10.03.2021
1454;51.788000;19.429000;91-037;08.06.2017
1455;51.767010;19.461212;90-114;18.11.2020
1456;51.758266;19.530085;90-900;21.03.2021
1457;51.793095;19.465578;91-850;10.05.2018
1458;51.782627;19.451382;91-005;31.08.2017
1459;51.755642;19.457552;90-450;21.02.2021
1460;51.795670;19.384098;91-213;31.08.2017
1461;51.742558;19.463028;93-003;04.03.2017
1462;51.785000;19.453000;91-059;03.09.2018
1463;51.756157;19.460550;90-301;23.05.2017
1464;51.775470;19.454882;90-406;22.09.2017
1465;51.777157;19.451890;91-063;26.09.2019
1466;51.716244;19.488900;93-322;18.04.2017
1467;51.762424;19.456827;90-431;30.05.2020
1468;51.749535;19.422167;94-039;20.04.2020
1469;51.774600;19.453197;90-404;05.03.2017
1470;51.771340;19.445642;90-737;08.11.2018
1471;51.763718;19.457317;90-430;05.03.2019
1472;51.738686;19.500738;93-213;02.02.2020
1473;51.763916;19.475557;90-024;25.04.2019
1474;51.704120;19.477543;93-337;10.12.2018
1475;51.758945;19.553698;92-306;15.09.2019
1476;51.788500;19.435238;91-042;31.08.2019
1477;51.767822;19.444555;90-617;18.11.2020
1478;51.760593;19.524628;92-547;21.04.2019
1479;51.752000;19.453000;93-590;03.06.2019
1480;51.767124;19.475636;90-025;30.03.2021
1481;51.731606;19.497309;93-252;15.09.2018
1482;51.760918;19.444790;90-552;29.01.2020
1483;51.710693;19.428602;93-457;14.04.2017
1484;51.596590;18.738592;98-200;13.04.2018
1485;51.217490;18.568287;98-300;27.04.2019
1486;51.211494;18.589490;98-300;18.08.2020
1487;51.750780;19.369467;95-050;17.09.2018
1488;51.353950;19.369455;97-400;06.07.2018
1489;51.778090;19.429707;91-075;11.06.2019
1490;51.790348;19.476534;91-704;15.12.2020
1491;51.714996;19.476807;93-360;22.11.2017
1492;51.791950;19.412846;91-024;10.02.2021
1493;51.866000;19.382000;95-100;24.09.2020
1494;51.860150;19.396587;95-100;19.10.2017
1495;51.819240;19.305350;95-070;24.04.2017
1496;51.725510;19.639013;95-020;05.04.2020
1497;51.965640;19.720260;95-015;02.03.2019
1498;52.106426;19.946323;99-400;02.02.2021
1499;51.665066;19.343240;95-200;21.09.2020
1500;51.661552;19.376665;95-200;23.09.2017
1501;51.657604;19.330204;95-200;26.12.2020
1502;51.663815;19.369282;95-200;11.01.2020
1503;51.648697;19.360977;95-200;20.03.2017
1504;51.654816;19.382893;95-200;24.02.2021
1505;51.663740;19.365070;95-200;01.10.2017
1506;51.660790;19.345879;95-200;23.06.2017
1507;51.657314;19.366537;95-200;08.07.2020
1508;51.665657;19.354916;95-200;11.03.2021
1509;51.656418;19.375654;95-200;14.10.2017
1510;51.660244;19.336586;95-200;09.07.2018
1511;51.658300;19.349867;95-200;01.03.2017
1512;51.590652;18.739365;98-200;11.09.2019
1513;51.587700;18.718964;98-200;16.02.2021
1514;51.583477;18.709175;98-200;13.01.2020
1515;51.588306;18.711407;98-200;29.07.2018
1516;51.594383;18.735510;98-200;17.02.2021
1517;51.591760;18.708462;98-200;20.05.2018
1518;51.592167;18.719310;98-200;10.11.2019
1519;51.589123;18.723440;98-200;01.01.2021
1520;51.227120;18.562202;98-300;06.01.2020
1521;51.801666;19.457450;91-473;10.12.2020
1522;51.742393;19.477570;93-133;14.04.2018
1523;51.760998;19.548035;92-306;03.03.2020
1524;51.745365;19.392149;94-047;26.12.2018
1525;51.778927;19.477250;90-225;27.10.2017
1526;51.783726;19.455408;91-832;31.01.2020
1527;51.747490;19.461166;90-457;12.02.2017
1528;51.736897;19.485586;91-141;23.03.2019
1529;51.756165;19.536250;92-508;09.06.2018
1530;51.762024;19.492813;92-332;17.03.2020
1531;51.739857;19.613703;92-620;12.02.2017
1532;51.783120;19.522034;92-102;27.08.2018
1533;51.766605;19.462910;90-002;13.10.2019
1534;51.735954;19.469944;93-172;13.12.2020
1535;51.734760;19.467297;93-009;19.08.2017
1536;51.769753;19.456516;90-105;03.03.2018
1537;51.786232;19.465895;91-809;01.02.2017
1538;51.729850;19.458138;93-510;16.01.2020
1539;51.785280;19.433033;91-016;12.06.2017
1540;51.773600;19.439543;90-762;18.02.2017
1541;51.816000;19.450000;91-492;04.02.2018
1542;51.791943;19.392271;91-127;22.09.2017
1543;51.732937;19.499264;93-253;31.01.2020
1544;51.749897;19.486452;93-138;20.01.2018
1545;51.726990;19.453297;93-545;17.07.2019
1546;51.736473;19.381931;94-007;28.11.2018
1547;51.805138;19.467320;91-862;07.10.2017
1548;51.793260;19.434960;91-334;20.05.2018
1549;51.751130;19.409000;94-004;11.10.2019
1550;51.717854;19.492603;93-334;02.07.2017
1551;51.723057;19.471530;93-379;29.09.2017
1552;51.738200;19.565350;92-414;13.02.2018
1553;51.812332;19.378857;91-222;09.11.2019
1554;51.786700;19.459532;91-818;02.04.2020
1555;51.736443;19.495045;93-202;08.08.2020
1556;51.763058;19.465134;90-061;14.04.2017
1557;51.362274;19.376852;97-400;10.08.2020
1558;51.350720;19.362036;97-400;08.06.2018
1559;51.357475;19.361550;97-400;25.12.2020
1560;51.366016;19.377031;97-400;07.05.2019
1561;51.772150;19.455761;90-265;19.03.2020
1562;51.743904;19.496635;93-217;16.03.2018
1563;51.777607;19.457224;91-416;04.02.2019
1564;51.790054;19.478485;91-748;30.08.2018
1565;51.728720;19.446520;93-549;06.10.2020
1566;51.771614;19.466625;90-135;11.08.2019
1567;51.796932;19.394464;91-204;10.11.2017
1568;51.762417;19.457804;90-006;20.05.2019
1569;51.759914;19.467907;90-307;25.03.2018
1570;51.780487;19.485268;91-402;09.01.2018
1571;51.738808;19.409399;94-115;17.09.2017
1572;51.776253;19.446540;90-702;02.05.2017
1573;51.740870;19.567608;92-402;28.06.2019
1574;51.764730;19.449850;93-139;19.05.2019
1575;51.748500;19.423817;94-040;30.12.2019
1576;51.799595;19.452719;91-474;10.09.2020
1577;51.796158;19.394344;91-111;30.06.2017
1578;51.759880;19.433502;90-556;13.12.2018
1579;51.733128;19.458550;93-031;25.11.2017
1580;51.772350;19.463203;90-257;06.05.2020
1581;51.795696;19.362217;91-134;18.06.2018
1582;51.965862;20.150589;96-100;09.10.2020
1583;51.410710;19.660702;97-300;11.08.2017
1584;51.980740;20.166767;96-100;02.01.2019
1585;51.410510;19.685709;97-300;20.12.2017
1586;51.588142;19.136616;98-100;19.11.2020
1587;52.107395;19.947607;99-400;14.05.2017
1588;51.047234;19.438862;97-500;15.04.2019
1589;51.864033;19.402643;95-100;20.03.2017
1590;51.593285;19.132832;98-100;30.11.2019
1591;51.962883;20.147150;96-100;12.08.2019
1592;51.409172;19.685795;97-300;05.03.2020
1593;51.976913;20.141418;96-100;28.11.2020
1594;51.388290;20.274982;26-300;29.12.2020
1595;53.379272;14.472803;72-005;28.12.2017
1596;51.796474;19.445292;91-303;23.08.2017
1597;51.367508;19.383370;97-400;01.10.2020
1598;51.770570;19.453530;90-414;05.01.2021
1599;51.753110;19.459732;90-451;01.10.2020
1600;52.229134;19.353530;99-300;23.12.2020
1601;51.067720;19.444183;97-500;18.03.2020
1602;52.106510;19.935839;99-400;28.08.2018
1603;51.853275;19.425182;95-100;17.02.2021
1604;52.236000;19.366000;99-300;28.04.2017
1605;51.068516;19.448740;97-500;13.12.2018
1606;51.953407;20.148651;96-100;14.11.2018
1607;51.982506;20.214766;96-100;21.01.2018
1608;51.409557;19.673576;97-300;15.09.2019
1609;51.061146;19.442192;97-500;18.05.2017
1610;51.409893;19.669498;97-300;16.12.2018
1611;51.405254;19.692590;97-300;25.01.2021
1612;52.103394;19.933474;99-400;27.10.2017
1613;52.232000;19.359000;99-300;01.03.2018
1614;51.874020;19.393023;95-100;16.11.2018
1615;51.411800;19.676960;97-300;18.09.2020
1616;51.862230;19.380760;95-100;18.06.2018
1617;51.522957;19.998945;97-200;22.07.2019
1618;52.106770;19.939413;99-400;22.01.2017
1619;51.060524;19.452448;97-500;10.07.2018
1620;51.976173;20.145826;96-100;17.04.2017
1621;51.859010;19.386023;95-100;12.07.2019
1622;51.116497;18.872171;98-355;19.04.2020
1623;51.408405;19.707073;97-300;13.01.2020
1624;51.691074;19.476679;95-030;17.11.2020
1625;51.799870;19.750584;95-060;03.09.2019
1626;51.944153;20.143276;96-100;16.11.2019
1627;51.746117;19.813894;95-040;06.01.2021
1628;51.747616;19.324211;95-050;14.05.2017
1629;51.682650;19.402195;95-054;25.04.2018
1630;52.232000;19.361000;99-300;31.07.2017
1631;51.591087;19.159790;98-100;10.01.2018
1632;52.048000;19.210000;99-100;07.11.2019
1633;52.060000;19.198000;99-100;05.08.2018
1634;52.058000;19.204000;99-100;28.05.2017
1635;51.985016;20.117802;96-100;04.06.2019
1636;51.952000;19.313000;95-035;13.07.2017
1637;51.420357;19.676054;97-300;19.06.2020
1638;51.409252;19.682037;97-300;15.10.2019
1639;51.408432;19.688555;97-300;13.04.2018
1640;51.763096;19.507908;92-301;03.05.2018
1641;51.748530;19.415382;94-003;14.02.2019
1642;51.744755;19.399967;94-046;19.01.2018
1643;51.410408;19.692612;97-300;21.05.2018
1644;51.405582;19.739296;97-300;17.05.2020
1645;51.418170;19.680580;97-300;20.06.2020
1646;51.408590;19.694012;97-300;08.03.2021
1647;51.405720;19.681303;97-300;25.07.2018
1648;51.076810;19.449093;97-500;04.08.2020
1649;51.078136;19.420662;97-500;02.03.2018
1650;51.065000;19.452000;97-500;16.06.2018
1651;51.072150;19.438541;97-500;20.09.2020
1652;51.761047;20.246315;96-200;02.02.2017
1653;51.304000;19.647000;97-340;16.10.2018
1654;51.955040;20.145187;96-100;19.08.2017
1655;51.959442;20.143430;96-100;22.12.2020
1656;51.954727;20.142801;96-100;21.12.2018
1657;51.047910;19.496983;97-500;18.04.2018
1658;51.354000;19.886000;97-330;15.04.2019
1659;51.422077;19.674550;97-300;18.03.2021
1660;51.862255;19.414680;95-100;14.01.2019
1661;51.756790;19.533825;92-516;19.10.2019
1662;51.724823;19.720540;95-041;19.11.2019
1663;51.671097;19.404947;95-054;21.09.2017
1664;51.691580;18.975824;98-240;22.03.2018
1665;51.769250;19.459599;90-425;19.11.2020
1666;51.814487;19.309520;95-070;04.07.2020
1667;51.741413;19.562403;92-402;27.04.2017
1668;51.795208;19.370974;91-157;13.02.2021
1669;51.065895;19.442106;97-500;01.06.2020
1670;51.737724;19.444830;93-558;16.12.2017
1671;51.590660;18.728294;98-200;25.09.2018
1672;51.957000;19.279000;95-035;25.04.2019
1673;51.747830;19.495136;93-120;23.09.2017
1674;51.802590;19.763102;95-060;15.03.2020
1675;51.777360;19.460289;91-422;06.03.2019
1676;51.761433;19.486988;92-332;08.09.2017
1677;52.242058;19.352120;99-300;03.07.2018
1678;51.774258;19.449890;91-603;01.11.2017
1679;51.732570;19.493984;93-258;10.07.2019
1680;51.743460;19.488770;93-286;12.11.2017
1681;51.771435;19.464045;90-135;24.12.2017
1682;51.889236;18.958610;99-200;10.09.2017
1683;51.756710;19.538073;92-551;04.03.2018
1684;51.730927;19.475378;93-148;01.11.2017
1685;51.763035;19.467194;90-049;28.03.2021
1686;51.068657;19.439232;97-500;01.12.2017
1687;51.214645;18.587008;98-300;10.08.2020
1688;51.956703;19.282330;95-035;25.01.2017
1689;51.067470;19.450200;97-500;03.12.2019
1690;52.232315;19.360998;99-300;25.02.2018
1691;51.756380;19.548758;92-518;04.09.2018
1692;51.796806;19.523748;92-111;11.01.2019
1693;51.739063;19.570316;92-417;17.02.2018
1694;51.740543;19.499650;93-280;07.01.2021
1695;51.796993;19.392721;91-140;08.02.2017
1696;51.791542;19.473692;91-762;13.05.2018
1697;51.773000;19.445044;90-739;27.11.2019
1698;51.776295;19.450489;90-701;09.09.2019
1699;51.775360;19.466103;90-215;03.04.2019
1700;51.792427;19.418652;91-027;30.07.2019
1701;51.819100;19.430445;91-362;06.06.2020
1702;51.589970;18.732712;98-200;13.08.2018
1703;51.743862;19.466660;93-189;04.10.2018
1704;51.734920;19.480124;93-160;21.04.2020
1705;51.755520;19.459270;90-451;01.02.2018
1706;51.777767;19.454480;91-061;26.01.2021
1707;51.746166;19.569513;92-431;22.11.2018
1708;51.755154;20.242657;96-200;09.10.2020
1709;51.730377;19.473293;93-024;24.01.2019
1710;51.764168;19.478186;90-036;02.07.2018
1711;51.974052;18.793756;99-210;03.08.2019
1712;52.230210;19.359558;99-300;01.02.2017
1713;51.528730;20.006138;97-200;01.06.2017
1714;51.754750;19.212336;95-083;17.11.2019
1715;51.296574;18.162035;98-400;09.06.2018
1716;51.898014;18.956080;99-200;16.12.2020
1717;51.602140;18.946068;98-220;29.09.2017
1718;51.855145;19.398610;95-100;22.10.2017
1719;51.808340;19.323353;95-070;05.04.2017
1720;51.744854;19.473444;93-188;01.03.2019
1721;51.071404;19.454454;97-500;24.10.2019
1722;52.233856;19.355427;99-300;03.01.2017
1723;51.764060;19.442871;90-567;25.07.2020
1724;51.530186;20.009436;97-200;17.06.2020
1725;51.404020;19.713686;97-300;02.11.2018
1726;51.735260;19.499743;93-203;23.03.2020
1727;51.758656;19.469750;90-316;15.07.2018
1728;51.078117;19.388382;97-500;16.09.2019
1729;51.351000;19.368000;97-400;03.10.2017
1730;51.773384;19.488081;90-145;16.12.2018
1731;51.977860;20.149641;96-100;08.02.2021
1732;51.749783;19.326958;95-050;17.01.2019
1733;51.770800;19.470808;90-127;11.02.2018
1734;51.718285;19.489440;93-323;22.04.2019
1735;51.353477;19.357315;97-400;12.06.2018
