service_key;service_variant_price
17794;20.00
17810;25.00
17821;15.00
17833;5.00
17854;20.00
17864;20.00
17875;10.00
17876;10.00
17877;10.00
17889;15.00
17890;15.00
17903;10.00
17915;10.00
17916;10.00
17928;15.00
17929;15.00
17950;20.00
17951;20.00
17972;10.00
17973;10.00
17988;25.00
17989;25.00
17990;25.00
17991;25.00
18005;10.00
18006;15.00
18007;15.00
18019;40.00
18020;40.00
18035;30.00
18036;30.00
18056;25.00
18057;20.00
18058;20.00
18059;25.00
18060;25.00
18077;20.00
18089;25.00
18090;25.00
18102;50.00
18103;50.00
18104;50.00
18123;45.00
18133;15.00
18142;20.00
18150;40.00
18158;20.00
18159;20.00
18168;30.00
18191;30.00
18198;45.00
18199;45.00
18208;30.00
18215;35.00
18216;35.00
18217;35.00
18224;60.00
18225;60.00
18226;60.00
18231;20.00
18232;15.00
18237;20.00
18243;15.00
18250;15.00
18251;15.00
18261;15.00
18262;15.00
18268;15.00
18277;20.00
18285;30.00
18291;30.00
18303;25.00
18313;10.00
18335;5.00
18350;10.00
18365;20.00
18374;10.00
18383;10.00
18392;25.00
18402;10.00
18412;10.00
18421;50.00
18430;25.00
18435;7.00
18444;20.00
18453;50.00
18488;20.00
18496;15.00
18503;30.00
18504;30.00
18505;35.00
18522;30.00
18523;50.00
18531;40.00
18543;30.00
18552;30.00
18560;35.00
18570;15.00
18580;45.00
18581;45.00
18582;35.00
18583;35.00
18584;35.00
18596;18.00
18597;16.00
18617;17.00
18618;17.00
18619;18.00
18626;16.00
18627;16.00
18628;15.00
18629;15.00
18630;15.00
18631;15.00
18632;16.00
18641;10.00
18642;10.00
18643;10.00
18649;25.00
18650;25.00
18651;25.00
18658;10.00
18659;12.00
18660;12.00
18661;12.00
18662;12.00
18669;
18670;5.00
18671;5.00
18672;5.00
18673;
18674;5.00
18690;20.00
18691;20.00
18692;20.00
18693;20.00
18694;20.00
18695;22.00
18708;60.00
18714;5.00
18720;50.00
18726;30.00
18733;30.00
18740;20.00
18746;100.00
18754;10.00
18763;99.00
18790;30.00
18810;99.00
18841;25.00
18842;25.00
18851;10.00
18861;10.00
18870;14.00
18871;18.00
18881;20.00
18882;18.00
18899;40.00
18916;45.00
18917;35.00
18918;35.00
18936;200.00
18954;10.00
18972;5.00
18999;30.00
19013;17.00
19026;55.00
19044;70.00
19045;70.00
19056;100.00
19057;100.00
19071;75.00
19077;50.00
19090;100.00
19103;30.00
19110;
19117;
19127;20.00
19143;20.00
19159;35.00
19169;99.00
19179;30.00
19188;15.00
19196;20.00
19207;5.00
19217;10.00
19228;12.00
19239;15.00
19251;25.00
19264;25.00
19275;30.00
19287;15.00
19300;15.00
19312;10.00
19327;6.00
19345;10.00
19359;15.00
19376;10.00
19391;7.00
19404;11.00
19422;20.00
19437;15.00
19438;15.00
19455;34.50
19456;34.50
19471;37.50
19472;37.50
19487;99.00
19518;50.00
19531;400.00
19541;400.00
19552;
19566;
19578;15.00
19590;
19601;
19614;99.00
19625;250.00
19638;50.00
19649;12.00
19660;70.00
19661;70.00
19662;30.00
19663;40.00
19675;
19676;15.00
19685;
19696;25.00
19706;25.00
19716;25.00
19729;45.00
19742;35.00
19753;45.00
19767;
19776;5.00
19784;20.00
19794;35.00
19807;20.00
19820;28.00
19834;10.00
19848;10.00
19860;25.00
19876;10.00
19885;
19899;7.00
19909;8.00
19920;8.00
7643889;25.00
19934;20.00
19949;25.00
19963;15.00
19973;10.00
19984;10.00
19993;28.00
20003;35.00
20013;15.00
20023;20.00
20032;12.00
20041;30.00
20054;60.00
20064;15.00
20074;17.00
20084;20.00
20094;25.00
20104;20.00
20113;28.00
20123;15.00
20135;22.00
20144;25.00
20154;30.00
20164;40.00
20173;15.00
20182;10.00
20191;15.00
20199;30.00
20208;99.00
20218;99.00
20219;50.00
20228;99.00
20229;50.00
20239;40.00
20247;35.00
20256;30.00
20264;25.00
20273;7.00
20284;35.00
20295;60.00
20306;
20318;65.00
20328;15.00
20342;7.00
20354;30.00
20365;50.00
20376;65.00
20387;
20388;15.00
20399;
20412;
20425;10.00
20437;10.00
20448;35.00
20460;45.00
20470;65.00
20481;50.00
20491;60.00
20501;5.00
20511;20.00
20522;35.00
20532;25.00
20542;25.00
20555;20.00
20565;9.99
20574;40.00
20582;10.00
20591;30.00
20601;15.00
20612;10.00
20623;12.00
20633;30.00
20643;35.00
20655;30.00
20667;25.00
20677;25.00
20687;20.00
20697;10.00
20709;99.00
20721;150.00
20732;50.00
20742;85.00
20753;25.00
20763;50.00
20772;35.00
20781;15.00
20790;15.00
20799;40.00
20800;40.00
20812;25.00
20845;30.00
20856;14.00
20857;11.00
20867;10.00
20868;10.00
20869;
20878;25.00
20879;25.00
20888;99.00
20897;28.00
20904;130.00
20911;12.00
20920;16.00
20930;10.00
20937;10.00
20945;8.00
20952;4.00
21002;20.00
21003;20.00
21004;20.00
21005;20.00
21006;20.00
21007;20.00
21030;
21039;30.00
21050;20.00
21059;99.00
21067;6.00
21079;10.00
21092;25.00
21093;20.00
21094;20.00
21095;20.00
21124;55.00
21125;45.00
21138;69.00
21139;69.00
21140;70.00
21141;70.00
21150;30.00
21151;30.00
21152;30.00
21159;20.00
21160;5.00
21161;8.00
21237;250.00
21262;10.00
21263;10.00
21272;
21273;
21274;
21275;
21276;
21277;
21286;10.00
21295;20.00
21303;20.00
21310;20.00
21318;7.00
21334;25.00
21345;30.00
21353;35.00
21360;25.00
21369;30.00
21377;40.00
21385;10.00
21393;15.00
21401;45.00
21410;50.00
21418;25.00
21433;15.00
21442;10.00
21449;15.00
21461;20.00
21474;30.00
21482;25.00
21493;35.00
21501;10.00
21509;20.00
21516;15.00
21524;35.00
21531;35.00
21543;30.00
21553;35.00
21564;5.00
21575;40.00
21585;15.00
21586;15.00
21595;20.00
21607;10.00
21615;5.00
21625;20.00
21636;10.00
21645;35.00
21654;25.00
21664;35.00
21673;15.00
21684;15.00
21699;20.00
21712;30.00
21724;30.00
21738;40.00
21751;
21760;
21769;20.00
21787;15.00
21802;35.00
21817;30.00
21831;25.00
21843;10.00
21858;30.00
21870;75.00
21882;80.00
21896;90.00
21907;30.00
21916;20.00
21927;50.00
21941;18.00
21956;35.00
21970;50.00
21979;25.00
21991;15.00
22002;20.00
22014;22.00
22025;10.00
22036;
22056;13.00
22057;6.50
22069;13.00
22070;6.50
22084;1250.00
22096;75.00
22106;65.00
22115;55.00
22126;55.00
22137;20.00
22147;25.00
22156;30.00
22165;99.00
22173;35.00
22187;40.00
22225;90.00
22226;60.00
22240;50.00
22241;50.00
22253;10.00
22262;20.00
22276;12.00
22331;15.00
22339;15.00
22347;30.00
22357;350.00
22439;25.00
22449;50.00
22459;25.00
22469;15.00
22479;10.00
22490;10.00
22503;30.00
22512;25.00
22521;
22532;
22540;30.00
22549;40.00
22558;80.00
22568;20.00
22576;30.00
22584;15.00
22591;15.00
22599;
22600;30.00
22612;300.00
22632;25.00
22639;14.00
22653;9.00
22667;15.00
22681;18.00
22692;25.00
22702;45.00
22703;45.00
22717;45.00
22718;35.00
22719;35.00
22733;40.00
22734;40.00
22746;20.00
22762;30.00
22814;45.00
22774;30.00
22789;25.00
22800;60.00
22801;50.00
22813;45.00
22824;30.00
22825;35.00
22833;10.00
22841;15.00
22856;45.00
22857;35.00
22868;30.00
22879;20.00
22892;15.00
22903;15.00
22912;
22921;15.00
22932;12.00
22947;15.00
22963;28.00
22975;85.00
22991;100.00
23006;150.00
23019;10.00
23031;15.00
23042;20.00
23052;25.00
23062;10.00
23074;20.00
23083;25.00
23093;30.00
23103;8.00
23115;10.00
23124;15.00
23135;20.00
23147;18.00
23157;22.00
23172;10.00
23173;10.00
23186;10.00
23194;50.00
23204;40.00
23212;
23221;75.00
23230;40.00
23238;25.00
23250;15.00
23259;50.00
23271;25.00
23280;15.00
23289;15.00
23299;20.00
23312;15.00
23322;45.00
23330;35.00
23339;25.00
23349;50.00
23359;25.00
23368;75.00
7092185;370.00
7092186;290.00
23378;7.00
7092187;140.00
7092188;23.00
23390;25.00
23413;60.00
23422;50.00
23431;60.00
23443;50.00
23462;40.00
23474;30.00
23484;20.00
23495;15.00
23506;35.00
23516;99.00
23529;10.00
23540;20.00
23541;15.00
23552;30.00
23562;40.00
23575;20.00
23587;25.00
23600;30.00
23611;249.00
23622;30.00
23631;60.00
23640;45.00
23654;30.00
23666;15.00
23681;15.00
23694;40.00
23705;15.00
23715;5.00
23726;30.00
23738;15.00
23750;10.00
23761;15.00
23762;15.00
23773;30.00
23782;25.00
23792;12.00
23808;12.00
23828;12.00
23840;10.00
23860;12.00
23873;12.00
23882;12.00
23896;12.00
23906;12.00
23915;12.00
23927;35.00
23937;30.00
23951;25.00
23965;15.00
23977;18.00
23985;3.00
23993;2.00
24000;1.00
24007;139.00
24034;25.00
24042;30.00
24052;20.00
24062;50.00
24074;10.00
24083;10.00
24100;20.00
24110;5.00
24118;10.00
24125;45.00
24134;50.00
24141;45.00
24150;40.00
24160;20.00
24171;25.00
24179;20.00
24188;40.00
24196;25.00
24206;25.00
24215;25.00
24228;20.00
24245;15.00
24260;15.00
24272;15.00
24284;7.00
24296;7.00
24307;12.00
24321;
24334;25.00
24350;40.00
24365;30.00
24380;25.00
24393;28.00
24408;20.00
24421;15.00
24430;35.00
24446;45.00
24458;40.00
24469;10.00
24481;25.00
24494;20.00
24508;5.00
24519;30.00
24529;20.00
24545;10.00
24555;7.50
24566;7.50
24584;15.00
24592;65.00
24593;150.00
24603;1.00
24609;1.00
24619;1.00
24629;50.00
24638;50.00
24646;40.00
24654;50.00
24664;38.00
24674;18.00
24683;45.00
24692;
24701;
24709;
24716;
24727;
24736;60.00
24745;30.00
24752;35.00
24760;55.00
24767;70.00
24774;15.00
24783;25.00
24790;30.00
24801;50.00
24810;20.00
24819;30.00
24830;20.00
24840;30.00
24850;10.00
24863;20.00
24881;650.00
24893;
24908;
24919;
24933;
24949;20.00
24965;7.00
24977;30.00
24995;
25020;10.00
25021;10.00
25022;8.00
25023;10.00
25039;3.00
25040;3.00
25052;35.00
25070;88.00
25081;20.00
25090;15.00
25101;10.00
25111;15.00
25119;5.00
25131;15.00
25146;15.00
25168;40.00
25179;35.00
25187;20.00
25202;5.00
25212;15.00
25221;35.00
25230;25.00
25242;25.00
25250;20.00
25258;20.00
25271;10.00
25283;20.00
25292;10.00
25303;25.00
25311;30.00
25320;8.00
25330;10.00
25339;15.00
25348;35.00
25369;20.00
25376;25.00
25396;30.00
25408;15.00
25426;7.00
25443;6.00
25453;10.00
25461;20.00
25480;20.00
25492;20.00
25511;15.00
25522;15.00
25541;20.00
25567;30.00
25568;25.00
25587;25.00
25598;40.00
25607;2.50
25615;15.00
25623;20.00
25630;12.00
25639;30.00
25647;15.00
25659;35.00
25669;25.00
25676;25.00
25685;15.00
25694;20.00
25703;8.00
25712;8.00
25721;8.00
25730;25.00
25748;15.00
25759;10.00
25771;99.00
25772;199.00
25781;40.00
25789;35.00
25790;40.00
25799;200.00
25808;
25822;50.00
25834;25.00
25846;20.00
25858;5.00
25876;30.00
25889;35.00
25898;99.00
25921;12.00
25922;99.00
25923;12.00
25935;17.00
25936;20.00
25937;17.00
25938;20.00
25947;18.00
25948;15.00
25949;15.00
25960;5.00
25961;7.00
25962;7.00
25963;5.00
25977;20.00
25988;25.00
25996;150.00
26013;150.00
26020;20.00
26029;
26030;
26038;100.00
26039;
26055;10.00
26068;100.00
26069;100.00
26084;
26095;
26109;
26123;
26135;
26145;
26159;
26171;
26183;30.00
26184;15.00
26211;3.00
26220;6.00
26221;5.00
26230;15.00
26239;15.00
26246;25.00
26254;200.00
26260;35.00
26269;65.00
26278;65.00
26286;55.00
26294;55.00
26303;55.00
26311;25.00
26319;100.00
26327;25.00
26336;
26345;
26356;35.00
26368;30.00
26379;20.00
26388;20.00
26398;
26415;35.00
26433;
26454;80.00
26466;99.00
26486;99.00
26503;30.00
26504;40.00
26522;30.00
26523;25.00
26537;25.00
26553;35.00
26562;5.00
26572;35.00
26582;20.00
26590;35.00
26599;45.00
26610;
26622;15.00
26633;20.00
26644;5.00
26654;45.00
26655;45.00
26656;45.00
26657;50.00
26658;45.00
26669;32.00
26670;30.00
26671;30.00
26672;30.00
26673;30.00
26674;30.00
26675;30.00
26676;32.00
26689;35.00
26690;35.00
26691;40.00
26692;35.00
26693;35.00
26694;42.00
26695;35.00
26696;35.00
26707;45.00
26708;45.00
26709;45.00
26710;50.00
26711;45.00
26723;30.00
26724;30.00
26725;30.00
26726;30.00
26727;35.00
26728;30.00
26729;37.00
26750;35.00
26751;35.00
26752;42.00
26753;35.00
26754;35.00
26755;35.00
26756;40.00
26778;5.00
26790;2.50
26791;2.00
26792;2.00
26803;5.00
26804;5.00
26813;27.00
26814;25.00
26815;25.00
26816;25.00
26817;25.00
26825;25.00
26826;25.00
26827;25.00
26828;27.00
26837;50.00
26838;50.00
26839;50.00
26840;60.00
26872;35.00
26882;15.00
26892;28.00
26903;20.00
26914;35.00
26925;40.00
26946;10.00
26957;46.00
26976;10.00
26986;75.00
27004;80.00
27005;80.00
27006;80.00
27023;30.00
27035;20.00
27046;25.00
27055;15.00
27068;5.00
27078;15.00
27089;15.00
27102;15.00
27111;25.00
27124;5.00
27135;15.00
27144;25.00
27152;20.00
27160;99.00
27169;35.00
27179;25.00
27189;15.00
27200;15.00
27211;20.00
27220;25.00
27229;3.00
27241;25.00
27251;45.00
27264;45.00
27274;8.00
27284;50.00
27292;15.00
27304;23.00
27314;25.00
27323;16.00
27334;22.00
27342;8.00
27349;12.00
27357;15.00
27366;5.00
27374;30.00
27381;250.00
27390;35.00
27398;150.00
27406;40.00
27421;10.00
27434;10.00
27445;25.00
27456;10.00
27466;20.00
27474;20.00
27482;28.00
27493;9.00
27507;35.00
27517;25.00
27528;30.00
27537;25.00
27549;10.00
27567;15.00
27610;22.00
27630;30.00
27654;10.00
27683;10.00
27694;20.00
27714;17.00
27726;5.00
27736;55.00
27755;30.00
27763;45.00
27773;25.00
27781;30.00
27782;35.00
27791;15.00
27801;25.00
27808;25.00
27816;1.00
27826;220.00
27827;170.00
27835;150.00
27845;220.00
27865;50.00
27874;95.00
27875;50.00
27881;45.00
27892;150.00
27899;5.00
27909;10.00
27919;50.00
27920;50.00
27930;99.00
27940;15.00
27949;9.00
27957;22.00
27966;90.00
27973;35.00
27982;50.00
27988;20.00
27996;15.00
28002;10.00
28010;10.00
28016;10.00
28024;15.00
28033;25.00
28041;250.00
28055;12.00
28065;10.00
28076;10.00
28087;99.00
28098;35.00
28106;10.00
28124;39.50
28125;39.50
28133;16.00
28142;23.00
28150;70.00
28158;30.00
28167;28.00
28175;15.00
28186;18.00
28195;35.00
28205;55.00
28215;60.00
28225;75.00
28235;99.00
28245;65.00
28254;80.00
28263;100.00
28272;25.00
28282;
28291;99.00
28301;
28310;309.00
28319;359.00
28330;409.00
28340;159.00
28341;209.00
28352;25.00
28360;20.00
28367;39.00
28368;39.00
28376;46.00
28377;46.00
28386;44.80
28387;44.80
28394;52.90
28395;52.90
28396;52.90
28405;48.75
28406;48.75
28414;57.50
28415;57.50
28423;60.00
28424;60.00
28435;67.50
28436;67.50
28446;30.00
28455;
28462;
28473;30.00
28498;20.00
28507;45.00
28517;15.00
28526;25.00
28537;
28545;
28555;30.00
28563;35.00
28571;16.00
28579;60.00
28599;30.00
28607;25.00
28615;25.00
28624;150.00
28633;25.00
28643;10.00
28650;11.00
28656;9.00
28665;10.00
28677;15.00
28688;32.00
28699;18.00
28710;12.00
28720;15.00
28733;10.00
28743;25.00
28756;25.00
28765;10.00
28775;60.00
28789;40.00
28801;20.00
28811;20.00
28830;5.00
28831;5.00
28840;15.00
28841;15.00
28850;18.00
28851;18.00
28860;20.00
28861;20.00
28869;20.00
28880;25.00
28881;25.00
28889;35.00
28890;35.00
28899;15.00
28900;15.00
28907;18.00
28908;18.00
28916;20.00
28917;20.00
28926;70.00
28935;77.50
28936;77.50
28946;80.00
28947;80.00
28959;87.50
28968;100.00
28977;25.00
28986;35.00
28994;30.00
29003;
29013;25.00
29014;25.00
29015;25.00
29023;30.00
29024;32.00
29032;15.00
29041;30.00
29048;99.00
29057;72.00
29058;72.00
29067;82.00
29068;82.00
29078;82.00
29079;82.00
29087;92.00
29088;92.00
29097;92.00
29098;92.00
29107;102.00
29108;102.00
29117;65.00
29118;65.00
29127;75.00
29128;75.00
29136;75.00
29145;85.00
29146;85.00
29155;85.00
29163;95.00
29171;55.00
29172;55.00
29180;65.00
29188;60.00
29189;60.00
29195;65.00
29214;75.00
29222;10.00
29229;12.00
29236;15.00
29243;5.00
29251;8.00
29261;10.00
29271;15.00
29281;20.00
29290;25.00
29300;15.00
29310;25.00
29320;25.00
29330;15.00
29342;5.00
29354;30.00
29364;30.00
29374;25.00
29384;20.00
29396;25.00
29409;35.00
29410;
29421;
29433;30.00
29443;35.00
29452;25.00
29462;15.00
29471;35.00
29480;45.00
29490;20.00
29499;50.00
29508;10.00
29517;99.00
29529;10.00
29539;7.00
29547;15.00
29557;15.00
29565;25.00
29574;8.00
29583;15.00
29594;30.00
29603;35.00
29614;18.00
29624;30.00
29632;12.00
29642;40.00
29651;18.00
29661;20.00
29671;25.00
29680;35.00
29689;40.00
29698;45.00
29709;50.00
29718;25.00
29729;99.00
29730;15.00
29766;15.00
29794;60.00
29830;45.00
29844;35.00
29859;50.00
29870;30.00
29880;45.00
29881;30.00
29882;30.00
29890;40.00
29905;45.00
29915;30.00
29925;25.00
29934;15.00
29950;
29959;
29967;
29976;
29983;
29993;
30001;65.00
30009;45.00
30019;25.00
30020;35.00
30021;45.00
30028;150.00
30034;
30040;
30046;40.00
30052;10.00
30058;15.00
30066;99.00
30073;25.00
30082;15.00
30089;
30095;30.00
30102;10.00
30109;20.00
30116;40.00
30124;30.00
30137;
30144;
30152;
30153;
30162;22.00
30170;10.00
30171;10.00
30172;10.00
30173;12.00
30174;10.00
30175;10.00
30176;10.00
30177;12.00
30191;13.00
30192;12.00
30193;13.00
30194;13.00
30195;13.00
30196;13.00
30197;13.00
30198;10.00
30199;13.00
30213;60.00
30214;40.00
30215;90.00
30222;18.00
30223;21.00
30224;21.00
30225;21.00
30226;18.00
30227;15.00
30228;18.00
30229;16.00
30230;18.00
30231;18.00
30232;18.00
30233;15.00
30234;18.00
30235;18.00
30242;23.00
30243;20.00
30244;18.00
30245;23.00
30246;26.00
30247;26.00
30248;23.00
30249;23.00
30250;26.00
30251;18.00
30252;23.00
30253;23.00
30254;23.00
30255;23.00
30256;26.00
30263;7.00
30264;7.00
30265;7.00
30266;7.00
30267;7.00
30268;7.00
30269;7.00
30270;10.00
30271;10.00
30272;10.00
30280;7.00
30281;7.00
30282;7.00
30283;7.00
30284;7.00
30292;5.00
30293;5.00
30294;5.00
30295;5.00
30296;5.00
30297;5.00
30298;5.00
30307;17.00
30308;23.00
30309;20.00
30310;20.00
30311;20.00
30312;20.00
30313;18.00
30314;20.00
30315;20.00
30316;23.00
30317;23.00
30329;25.00
30330;28.00
30331;28.00
30332;28.00
30333;28.00
30334;25.00
30335;25.00
30336;22.00
30337;25.00
30338;25.00
30339;20.00
30340;25.00
30352;14.00
30353;10.00
30354;10.00
30355;15.00
30356;18.00
30357;18.00
30358;18.00
30359;17.00
30360;15.00
30361;15.00
30362;15.00
30363;13.00
30371;10.00
30372;10.00
30373;10.00
30374;10.00
30375;13.00
30376;10.00
30377;10.00
30378;10.00
30393;20.00
30401;80.00
30407;20.00
30408;23.00
30409;23.00
30410;23.00
30411;23.00
30412;23.00
30413;21.00
30422;23.00
30423;28.00
30424;25.00
30425;28.00
30426;28.00
30427;28.00
30428;28.00
30429;28.00
30437;0.01
30445;35.00
30446;38.00
30460;50.00
30468;65.50
30478;76.50
30486;87.50
30494;90.00
30495;90.00
30496;95.00
30507;110.00
30517;15.00
30528;20.00
30538;25.00
30548;35.00
30559;95.00
30570;105.00
30580;
30589;
30599;
30607;50.00
30620;30.00
30630;40.00
30637;25.00
30644;
30655;24.00
30665;30.00
30675;40.00
30684;30.00
30692;21.00
30693;21.00
30694;25.00
30695;23.00
30711;99.00
30717;
30725;8.00
30734;30.00
30743;50.00
30751;16.00
30752;16.00
30753;20.00
30754;20.00
30762;23.00
30763;23.00
30764;30.00
30765;30.00
30773;35.00
30780;15.00
30788;20.00
30796;15.00
30806;25.00
30815;30.00
30823;35.00
30833;10.00
30842;15.00
30851;5.00
30858;5.00
30864;10.00
30874;14.00
30875;14.00
30876;14.00
30877;22.00
30878;12.00
30879;12.00
30894;
30895;25.00
30907;35.00
30919;20.00
30925;30.00
30937;4.00
30985;
30996;35.00
31011;30.00
31017;20.00
31023;15.00
31030;20.00
31036;30.00
31042;50.00
31049;60.00
31059;50.00
31066;60.00
31073;60.00
31079;5.00
31086;9.00
31094;15.00
31104;15.00
31115;77.00
31116;77.00
31133;25.00
31147;20.00
31159;20.00
31212;20.00
31245;35.00
31262;15.00
31274;2.50
31288;15.00
31306;5.00
31321;10.00
31333;35.00
31357;25.00
31380;35.00
31403;5.00
31422;17.00
31439;20.00
31440;20.00
31489;29.00
31524;15.00
31554;10.00
31583;30.00
31608;35.00
31636;25.00
31661;20.00
31698;15.00
31723;20.00
31747;25.00
31775;30.00
31796;20.00
31811;15.00
31828;20.00
31844;40.00
31862;50.00
31880;
31892;
31919;10.00
31940;13.00
31957;3.00
31966;10.00
31975;13.00
31985;3.00
31994;25.00
32003;50.00
32012;45.00
32024;50.00
32032;30.00
32039;50.00
32047;60.00
32058;50.00
32067;99.00
32075;15.00
6852315;45.00
6852316;45.00
6852319;18.00
6852323;300.00
6852330;10.00
6852331;15.00
6852334;30.00
6852335;175.00
6852336;175.00
6852337;175.00
6837007;175.00
6852339;75.00
6852340;75.00
6852341;10.00
6837009;7.00
6837010;10.00
32113;20.00
32124;30.00
32133;30.00
32143;50.00
6852344;20.00
32153;60.00
32165;1.00
32178;50.00
32179;50.00
32193;5.00
32207;5.00
32227;10.00
32240;5.00
32252;10.00
32260;30.00
32269;10.00
32278;15.00
32287;20.00
32297;25.00
32306;10.00
32315;20.00
32325;10.00
32337;15.00
32346;20.00
32355;25.00
32365;45.00
32375;20.00
32385;40.00
32393;30.00
32403;55.00
32412;35.00
32422;10.00
32432;35.00
32442;60.00
32453;30.00
32467;45.00
32486;15.00
32497;20.00
32508;20.00
32521;25.00
32532;28.00
32542;30.00
32543;30.00
32554;35.00
32565;55.00
32572;40.00
32583;40.00
32592;10.00
32599;16.00
32608;18.00
32609;18.00
32618;20.00
32619;20.00
32629;25.00
32641;25.00
32642;25.00
32662;50.00
32679;60.00
32713;70.00
32745;55.00
32766;65.00
32803;75.00
32827;65.00
32859;75.00
32889;85.00
32890;85.00
32935;55.00
32961;65.00
32978;45.00
32987;55.00
33005;60.00
33016;125.00
33027;135.00
33038;125.00
33061;135.00
33078;79.00
33093;28.00
33107;32.00
33108;32.00
33125;35.00
33137;13.00
33138;13.00
33149;15.00
33150;15.00
33163;25.00
33173;27.00
33174;27.00
33182;27.00
33194;55.00
33205;8.00
33214;10.00
33225;15.00
33234;15.00
33240;10.00
33248;10.00
33257;12.00
33270;28.00
33283;40.00
33296;20.00
33303;35.00
33314;18.00
33326;30.00
33341;42.00
33354;25.00
33367;37.00
33385;49.00
33398;30.00
33410;35.00
33422;35.00
33434;25.00
33446;15.00
33458;15.00
33472;42.00
33483;38.00
33494;40.00
33532;19.00
33533;20.00
33558;50.00
33572;50.00
33583;99.00
33595;50.00
33630;35.00
33645;23.00
33646;20.00
33647;20.00
33673;10.00
33683;20.00
33684;15.00
33685;17.00
33686;18.00
33687;17.00
33698;25.00
33716;
33724;
33735;
33744;
33753;
33761;35.00
33762;50.00
33773;40.00
33782;
33783;
33794;
33804;
33813;30.00
33823;50.00
33836;50.00
33846;70.00
33865;10.00
33877;99.00
33878;99.00
33879;99.00
33880;99.00
33890;10.00
33891;8.00
33892;10.00
33901;99.00
33925;13.00
33926;10.00
33938;8.00
33939;11.00
33952;8.00
33972;10.00
33991;23.00
34009;50.00
34034;5.00
34056;10.00
34069;50.00
34087;10.00
34100;50.00
34114;99.00
34128;40.00
34139;25.00
34150;45.00
34163;9.00
34173;12.00
34184;15.00
34195;9.00
34206;55.00
34219;65.00
34234;75.00
34245;5.00
34254;55.00
34269;12.00
34279;27.00
34285;25.00
34297;10.00
34307;45.00
34317;30.00
34327;35.00
34340;40.00
34354;55.00
34364;15.00
34376;12.00
34397;12.00
34398;13.00
34410;15.00
34411;15.00
34419;15.00
34420;19.00
34427;22.00
34428;17.00
34437;10.00
34446;20.00
34454;5.00
34463;
34472;20.00
34481;15.00
34490;10.00
34497;99.00
34508;99.00
34515;99.00
34524;16.00
34525;18.00
34526;18.00
34527;18.00
34528;15.00
34529;16.00
34530;18.00
34531;15.00
34541;21.00
34542;18.00
34543;19.00
34544;21.00
34545;18.00
34546;19.00
34547;21.00
34548;21.00
6852345;20.00
6852346;15.00
6852347;20.00
6852348;125.00
6852349;125.00
6852350;5.00
6852351;5.00
6852352;10.00
34583;23.00
34584;20.00
34585;21.00
34586;21.00
34587;23.00
34588;23.00
34589;20.00
34599;10.00
34600;11.00
34601;11.00
34602;13.00
34603;13.00
34604;13.00
34622;9.00
34623;8.00
34624;9.00
34625;8.00
34642;13.00
34643;16.00
34644;14.00
34645;13.00
34646;14.00
34647;16.00
34648;16.00
34649;13.00
34660;18.00
34661;15.00
34662;16.00
34663;16.00
34664;18.00
34665;18.00
34673;99.00
34680;99.00
34689;99.00
34697;99.00
34707;30.00
34717;99.00
34728;99.00
34743;99.00
34756;99.00
34766;99.00
34776;
34777;
34778;
34779;
34780;
34781;
34782;
34783;
34784;
34785;
34786;
34787;
34788;
34789;
34790;
34791;
34792;
34793;
34794;
34795;
34796;
34797;
34798;
34799;
34800;
34801;
34802;
34803;
34804;
34805;
34806;
34807;
34808;
34809;
34810;
34811;
34812;
34813;
34814;
34815;
34816;
34817;
34818;
34819;
34820;
34821;
34822;
34823;
34824;
34825;9.00
34826;
34827;9.00
34828;
34840;
34841;
34842;
34843;
34844;
34845;
34846;
34847;
34848;
34849;
34850;
34851;
34852;
34853;
34854;
34855;
34856;
34857;
34858;
34859;
34860;
34861;
34862;
34863;
34864;
34865;
34866;
34867;
34868;
34869;
34870;
34871;
34872;
34873;
34874;
34883;
34884;
34885;
34886;
34887;
34896;
34897;
34898;
34899;
34909;99.00
34918;99.00
34928;22.00
34929;21.00
34930;22.00
34931;21.00
34942;24.00
34943;24.00
34944;25.00
34945;25.00
34953;27.00
34954;26.00
34955;27.00
34956;26.00
34967;18.00
34968;19.00
34969;19.00
34978;39.00
34986;12.00
34987;15.00
34988;12.00
34989;17.00
34990;15.00
34991;17.00
34998;72.00
34999;70.00
35007;82.00
35008;82.00
35017;40.00
35026;25.00
35037;40.00
35051;70.00
35060;80.00
35069;20.00
35081;
35096;22.95
35097;21.95
35108;24.95
35109;26.95
35120;99.00
35134;17.00
35135;17.00
35136;17.00
35137;17.00
35138;20.00
35139;17.00
35150;18.00
35160;20.00
35170;23.00
35181;35.00
35190;10.00
35200;35.00
35213;99.00
35239;40.00
35252;40.00
35263;30.00
35272;
35273;
35285;30.00
35298;20.00
35319;20.00
35320;20.00
35342;10.00
35352;
35363;8.00
35375;8.00
35385;8.00
35396;10.00
35406;10.00
35416;15.00
35427;15.00
35437;30.00
35447;12.00
35458;15.00
35470;20.00
35487;25.00
35496;35.00
35506;15.00
35515;25.00
35527;8.00
35539;15.00
35550;13.50
35559;22.00
35577;12.00
35587;15.00
35595;30.00
35614;20.00
35623;45.00
35632;25.00
35642;0.01
35650;20.00
35659;45.00
35667;7.00
35687;35.00
35704;30.00
35719;25.00
35730;20.00
35742;5.00
35751;15.00
35760;10.00
35773;20.00
