business_key,business_id,status,effective_from,effective_till,city
7744146,1291,F,'2018-06-28 10:48:15.626','2020-02-10 03:16:57.478',Orlando
7599939,1292,T,'2017-08-29 08:11:42.125','2018-06-14 10:03:02.059',Orlando
7721076,1292,E,'2018-06-14 10:03:02.059','2018-06-28 10:06:59.488',Warsaw
7744009,1292,F,'2018-06-28 10:48:12.378','2020-02-10 03:16:59.462',Cracow
9175968,1293,F,'2020-02-10 03:17:01.837',,Orlando
7744421,1294,F,'2018-06-28 10:48:22.194','2020-02-10 03:17:03.833',Cracow
7599907,1295,T,'2017-08-30 19:52:52.855','2018-06-14 10:03:01.946',Cracow
7721073,1295,E,'2018-06-14 10:03:01.946','2018-06-28 10:06:59.454',Orlando
7743423,1295,F,'2018-06-28 10:06:59.454','2018-06-28 10:48:12.310',Chicago
7744006,1295,F,'2018-06-28 10:48:12.310','2020-02-10 03:17:05.905',Chicago
8252564,1296,E,'2019-04-19 18:57:24.058','2019-04-23 17:44:51.095',Orlando
8261602,1296,P,'2019-04-23 17:44:51.095','2019-07-17 12:24:10.803',Cracow
8544008,1296,P,'2019-07-17 14:24:04.123','2019-09-17 15:51:04.715',Warsaw
8994874,1296,O,'2019-12-17 11:20:09.538','2019-12-18 11:18:48.806',Warsaw
8997645,1296,P,'2019-12-18 11:18:48.806','2020-01-17 11:39:21.506',Chicago
9095134,1296,L,'2020-01-25 01:00:00.047','2020-01-25 11:52:40.640',Chicago
9106728,1296,P,'2020-01-27 11:45:40.566','2020-02-13 02:00:52.996',Chicago
9299950,1296,P,'2020-02-13 02:00:52.996','2020-02-16 09:41:07.674',Orlando
7599889,1297,T,'2017-08-30 21:34:23.902','2018-06-14 10:03:01.662',Orlando
7721065,1297,E,'2018-06-14 10:03:01.662','2018-06-28 10:07:06.905',Warsaw
7743636,1297,F,'2018-06-28 10:07:06.905','2018-06-28 10:48:15.305',Chicago
9175973,1297,F,'2020-02-10 03:17:08.003',,Warsaw
9175974,1298,B,'2020-02-10 03:17:10.255',,Warsaw
7599869,1299,T,'2017-08-31 16:43:08.811','2018-06-14 10:03:09.138',Warsaw
7744228,1299,F,'2018-06-28 10:48:17.643','2020-02-10 03:17:12.135',Warsaw
7744104,1300,F,'2018-06-28 10:48:14.634','2020-02-10 03:17:14.203',Chicago
9175979,1300,F,'2020-02-10 03:17:14.203',,Warsaw
7610215,1301,S,'2017-09-01 00:33:53.361','2020-02-10 03:17:16.017',Chicago
9175984,1302,F,'2020-02-10 03:17:18.181',,Warsaw
7610216,1303,B,'2017-09-01 22:19:41.690','2020-02-10 03:17:20.302',Warsaw
9175986,1303,B,'2020-02-10 03:17:20.302',,
7599827,1304,T,'2017-09-03 20:04:04.426','2018-06-14 10:03:01.512',Orlando
7721061,1304,E,'2018-06-14 10:03:01.512','2018-06-28 10:07:06.839',Chicago
7743634,1304,F,'2018-06-28 10:07:06.839','2018-06-28 10:48:19.673',Orlando
9175990,1305,S,'2020-02-10 03:17:24.326',,Warsaw
9175994,1306,B,'2020-02-10 03:17:26.517',,Chicago
7599801,1307,B,'2017-09-04 10:10:03.653','2020-02-10 03:17:28.589',Orlando
9175996,1307,B,'2020-02-10 03:17:28.589',,Warsaw
7610218,1308,B,'2017-09-04 20:08:10.929','2020-02-10 03:17:30.895',Chicago
7610220,1309,S,'2017-09-05 14:53:10.922','2020-02-10 03:17:33.130',Cracow
9176001,1309,S,'2020-02-10 03:17:33.130',,Chicago
9176004,1310,S,'2020-02-10 03:17:35.094',,Warsaw
7599778,1311,T,'2017-09-06 23:09:57.635','2018-06-14 10:03:01.201',Cracow
7721052,1311,E,'2018-06-14 10:03:01.201','2018-06-28 10:06:59.041',Warsaw
7599768,1312,T,'2017-09-07 07:56:10.251','2018-06-14 10:03:00.798',Warsaw
7743623,1312,F,'2018-06-28 10:07:06.484','2018-06-28 10:48:15.140',Warsaw
7599753,1314,B,'2017-09-08 00:59:17.169','2020-02-10 03:17:43.491',Chicago
9176012,1314,B,'2020-02-10 03:17:43.491',,Orlando
7599745,1315,T,'2017-09-08 12:12:19.719','2018-06-14 10:03:07.335',Chicago
9176016,1315,F,'2020-02-10 03:17:45.421',,Orlando
9176021,1316,B,'2020-02-10 03:17:47.407',,Orlando
7599728,1317,T,'2017-09-09 23:49:32.102','2018-06-14 10:03:00.581',Orlando
7744302,1317,F,'2018-06-28 10:48:19.413','2020-02-10 03:17:49.521',Orlando
9176022,1317,F,'2020-02-10 03:17:49.521',,Warsaw
7599719,1318,B,'2017-09-10 00:51:14.307','2020-02-10 03:17:51.796',Warsaw
7599709,1319,T,'2017-09-11 09:14:55.119','2018-06-14 10:02:59.998',Orlando
7721021,1319,E,'2018-06-14 10:02:59.998','2018-06-28 10:07:05.794',Orlando
7610224,1320,T,'2017-09-11 16:15:31.297','2018-06-14 10:03:08.000',Chicago
7743522,1320,F,'2018-06-28 10:07:02.929','2018-06-28 10:48:16.880',Cracow
7744198,1320,F,'2018-06-28 10:48:16.880','2020-02-10 03:17:55.626',Warsaw
7599692,1321,B,'2017-09-11 19:48:58.844','2020-02-10 03:17:57.823',Chicago
7599682,1322,B,'2017-09-11 20:16:15.742','2020-02-10 03:18:00.028',Chicago
9176037,1322,B,'2020-02-10 03:18:00.028',,Chicago
7599674,1323,T,'2017-09-12 08:51:55.022','2018-06-14 10:03:13.371',Warsaw
7721373,1323,E,'2018-06-14 10:03:13.371','2018-06-28 10:07:12.062',Chicago
7743788,1323,F,'2018-06-28 10:07:12.062','2018-06-28 10:48:21.605',Warsaw
7744396,1323,F,'2018-06-28 10:48:21.605','2020-02-10 03:18:02.236',Chicago
7610226,1324,B,'2017-09-12 09:24:58.191','2020-02-10 03:18:04.226',Orlando
9176041,1324,B,'2020-02-10 03:18:04.226',,Cracow
9176043,1325,B,'2020-02-10 03:18:06.310',,Orlando
7721018,1326,E,'2018-06-14 10:02:59.880','2018-06-28 10:06:58.786',Cracow
7743405,1326,F,'2018-06-28 10:06:58.786','2018-06-28 10:48:11.542',Warsaw
7743974,1326,F,'2018-06-28 10:48:11.542','2020-02-10 03:18:08.494',Cracow
9176045,1326,F,'2020-02-10 03:18:08.494',,Chicago
7610227,1327,S,'2017-09-13 12:51:14.242','2020-02-10 03:18:10.411',Warsaw
9176047,1327,S,'2020-02-10 03:18:10.411',,Chicago
7599628,1328,F,'2017-09-13 17:53:23.785','2020-02-10 03:18:12.544',Orlando
9176049,1328,F,'2020-02-10 03:18:12.544',,Orlando
7599613,1329,T,'2017-09-13 23:39:45.025','2018-06-14 10:03:01.345',Orlando
7743630,1329,F,'2018-06-28 10:07:06.717','2018-06-28 10:48:19.622',Warsaw
7744311,1329,F,'2018-06-28 10:48:19.622','2020-02-10 03:18:14.644',Chicago
9176053,1330,S,'2020-02-10 03:18:16.556',,Warsaw
7872370,1331,S,'2018-10-25 13:35:33.729','2020-02-10 03:18:18.526',Orlando
9176057,1331,S,'2020-02-10 03:18:18.526',,Chicago
7721335,1332,E,'2018-06-14 10:03:11.954','2018-06-28 10:07:10.830',Chicago
7610232,1333,T,'2017-09-18 17:37:14.646','2018-06-14 10:03:05.436',Chicago
7721163,1333,E,'2018-06-14 10:03:05.436','2018-06-28 10:07:09.450',Orlando
7743711,1333,F,'2018-06-28 10:07:09.450','2018-06-28 10:48:16.459',Chicago
7744181,1333,F,'2018-06-28 10:48:16.459','2020-02-10 03:18:22.736',Chicago
9176060,1333,F,'2020-02-10 03:18:22.736',,Warsaw
7721332,1334,E,'2018-06-14 10:03:11.849','2018-06-28 10:07:10.729',Orlando
7743749,1334,F,'2018-06-28 10:07:10.729','2018-06-28 10:48:17.990',Orlando
7599569,1335,T,'2017-09-19 10:45:11.724','2018-06-14 10:03:11.813',Orlando
7743748,1335,F,'2018-06-28 10:07:10.695','2018-06-28 10:48:21.145',Warsaw
7744376,1335,F,'2018-06-28 10:48:21.145','2020-02-10 03:18:26.955',Warsaw
9176064,1335,F,'2020-02-10 03:18:26.955',,Warsaw
9176070,1336,S,'2020-02-10 03:18:29.059',,Chicago
7599556,1337,T,'2017-09-20 14:27:36.832','2018-06-14 10:03:18.664',Warsaw
7744074,1337,F,'2018-06-28 10:48:13.936','2020-02-10 03:18:31.045',Warsaw
7743747,1338,F,'2018-06-28 10:07:10.658','2018-07-24 03:48:13.658',Cracow
9176074,1338,F,'2020-02-10 03:18:33.189',,Warsaw
7599539,1339,B,'2017-09-20 20:47:04.319','2020-02-10 03:18:35.189',Warsaw
9176076,1339,B,'2020-02-10 03:18:35.189',,Chicago
7599528,1340,T,'2017-09-22 16:58:00.749','2018-06-14 10:03:18.547',Chicago
7721508,1340,E,'2018-06-14 10:03:18.547','2018-06-28 10:07:16.238',Orlando
7749734,1340,F,'2018-06-29 09:02:33.880','2020-02-10 03:18:37.290',Warsaw
9176081,1341,S,'2020-02-10 03:18:39.392',,Chicago
7599513,1342,T,'2017-09-23 13:20:09.629','2018-06-14 10:03:11.443',
7721321,1342,E,'2018-06-14 10:03:11.443','2018-06-28 10:07:01.742',Warsaw
7610235,1343,S,'2017-09-24 12:29:48.527','2020-02-10 03:18:43.397',Orlando
7656972,1345,E,'2018-04-30 16:22:22.163','2018-05-14 16:22:52.787',Chicago
7666671,1345,F,'2018-05-14 16:22:52.787','2018-05-16 14:24:06.606',Cracow
7669338,1345,E,'2018-05-16 14:24:06.606','2018-05-23 19:24:32.133',Warsaw
7681310,1345,F,'2018-05-23 19:24:32.133','2018-05-30 16:00:15.418',Chicago
7599465,1346,T,'2017-09-29 20:23:23.631','2018-06-14 10:03:06.114',Orlando
7721181,1346,E,'2018-06-14 10:03:06.114','2018-06-28 10:06:58.714',Chicago
7743403,1346,F,'2018-06-28 10:06:58.714','2018-06-28 10:48:11.491',Chicago
9176098,1346,F,'2020-02-10 03:18:49.501',,Cracow
7599459,1347,B,'2017-09-29 23:49:51.989','2020-02-10 03:18:51.718',Cracow
9176099,1347,B,'2020-02-10 03:18:51.718',,Warsaw
7599450,1348,T,'2017-09-30 00:15:34.289','2018-06-14 10:03:11.374',Chicago
7743739,1348,F,'2018-06-28 10:07:10.386','2018-06-28 10:48:21.077',Warsaw
7744373,1348,F,'2018-06-28 10:48:21.077','2020-02-10 03:18:53.890',Orlando
7599432,1350,F,'2017-10-02 18:29:33.739','2020-02-10 03:18:58.337',Warsaw
9176104,1350,F,'2020-02-10 03:18:58.337',,Chicago
7599423,1351,T,'2017-10-02 20:13:51.310','2018-06-14 10:03:18.388',Cracow
7743901,1351,F,'2018-06-28 10:07:16.058','2018-06-28 10:48:13.428',Chicago
7744054,1351,F,'2018-06-28 10:48:13.428','2020-02-10 03:19:00.400',Chicago
7599416,1352,B,'2017-10-03 21:49:08.855','2020-02-10 03:19:02.746',Chicago
7743946,1353,F,'2018-06-28 10:07:17.671','2018-06-28 10:48:23.887',Warsaw
7744492,1353,F,'2018-06-28 10:48:23.887','2020-02-10 03:19:04.738',Warsaw
9176112,1353,F,'2020-02-10 03:19:04.738',,Cracow
7987322,1354,S,'2019-01-07 15:02:30.850','2020-02-10 03:19:06.799',Warsaw
7599386,1355,B,'2017-10-04 12:53:01.678','2020-02-10 03:19:08.831',Chicago
9176117,1355,B,'2020-02-10 03:19:08.831',,Orlando
7599379,1356,T,'2017-10-04 13:10:41.931','2018-06-14 10:03:10.891',Chicago
7744368,1356,F,'2018-06-28 10:48:20.952','2020-02-10 03:19:10.960',Chicago
7599371,1357,S,'2017-10-04 13:34:35.953','2019-06-19 15:42:35.628',Chicago
8408381,1357,S,'2019-06-19 15:42:35.628','2020-02-10 03:19:12.928',Chicago
9176119,1357,S,'2020-02-10 03:19:12.928',,Warsaw
7610236,1358,S,'2017-10-04 20:16:52.969','2020-02-10 03:19:14.919',Orlando
7469997,1359,T,'2017-10-04 21:39:29.493','2017-11-01 00:30:00.000',Warsaw
7471353,1359,P,'2017-11-01 00:30:00.000','2018-04-25 13:30:26.719',Chicago
7965793,1359,P,'2018-12-22 13:04:29.689','2019-03-25 10:37:53.740',Orlando
8646955,1359,P,'2019-08-27 11:30:30.906','2019-11-25 11:16:25.447',Orlando
8934394,1359,P,'2019-11-25 20:46:54.190','2020-02-13 02:25:04.352',Warsaw
9300817,1359,P,'2020-02-13 02:25:04.352','2020-02-13 18:38:53.080',Chicago
9441003,1359,O,'2020-03-25 01:00:42.676','2020-03-25 12:00:24.809',Orlando
7599357,1360,B,'2017-10-04 22:01:41.773','2020-02-10 03:19:17.005',Warsaw
9176124,1360,B,'2020-02-10 03:19:17.005',,Warsaw
7599343,1361,B,'2017-10-04 22:14:18.176','2020-02-10 03:19:19.014',Warsaw
7599333,1362,B,'2017-10-04 22:27:01.788','2020-02-10 03:19:21.073',Chicago
7610237,1363,B,'2017-10-04 23:23:04.977','2020-02-10 03:19:23.177',Warsaw
9176131,1363,B,'2020-02-10 03:19:23.177',,Orlando
7599322,1364,F,'2017-10-04 23:32:53.540','2020-02-10 03:19:25.401',Chicago
9176135,1365,B,'2020-02-10 03:19:27.445',,Cracow
9176138,1366,B,'2020-02-10 03:19:29.547',,Cracow
7599296,1367,B,'2017-10-05 05:22:52.309','2020-02-10 03:19:31.559',Chicago
9176140,1367,B,'2020-02-10 03:19:31.559',,Orlando
7764214,1370,P,'2018-07-11 21:35:27.687','2018-10-16 11:41:41.757',Orlando
7857453,1370,O,'2018-10-16 11:41:41.757','2018-10-18 20:09:08.125',Warsaw
7905906,1370,O,'2018-11-16 11:03:21.407','2018-11-18 03:00:24.160',Warsaw
8246284,1370,O,'2019-04-16 11:50:23.724','2019-04-18 12:01:29.543',Chicago
8300893,1370,P,'2019-05-16 12:35:19.934','2019-08-16 12:56:02.104',Cracow
8635694,1370,P,'2019-08-22 21:28:47.101','2020-02-13 09:33:24.983',Orlando
9303400,1370,P,'2020-02-13 09:33:24.983','2020-02-14 20:51:08.723',Chicago
9343566,1370,P,'2020-02-14 20:51:08.723','2020-02-15 17:54:51.532',Orlando
9351461,1370,P,'2020-02-15 17:54:51.532','2020-04-16 12:46:29.592',Orlando
9466700,1370,O,'2020-04-16 12:46:29.592','2020-04-25 02:00:33.179',Cracow
9474887,1370,L,'2020-04-25 02:00:33.179','2020-05-29 17:17:52.835',Warsaw
9525912,1370,L,'2020-05-29 17:17:52.835','2020-06-22 00:25:07.751',Chicago
9176148,1371,F,'2020-02-10 03:19:37.409',,Chicago
7721247,1372,E,'2018-06-14 10:03:08.632','2018-06-28 10:07:03.395',
7743557,1373,F,'2018-06-28 10:07:04.125','2018-06-28 10:48:17.864',Warsaw
7599241,1374,S,'2017-10-08 08:22:33.308','2020-02-10 03:19:43.645',Warsaw
7721109,1375,E,'2018-06-14 10:03:03.285','2018-06-15 17:03:32.688',Cracow
7723112,1375,B,'2018-06-15 17:03:32.688','2020-02-10 03:19:45.127',Orlando
7721227,1376,E,'2018-06-14 10:03:07.850','2018-06-28 10:07:01.069',Chicago
7743469,1376,F,'2018-06-28 10:07:01.069','2018-06-28 10:48:13.913',Orlando
7744073,1376,F,'2018-06-28 10:48:13.913','2020-02-10 03:20:28.088',Chicago
8135207,1377,T,'2019-02-22 23:44:46.098','2019-03-03 23:48:30.008',Chicago
8164864,1377,F,'2019-03-08 23:49:12.779','2019-04-08 00:52:20.847',Warsaw
8227963,1377,F,'2019-04-08 00:52:20.847','2020-02-10 03:20:30.193',
7610242,1378,T,'2017-10-12 00:09:35.886','2018-06-14 10:03:01.237',Chicago
7721053,1378,E,'2018-06-14 10:03:01.237','2018-06-28 10:06:59.076',Chicago
9176203,1380,F,'2020-02-10 03:20:36.738',,Warsaw
9176204,1381,F,'2020-02-10 03:20:38.981',,Orlando
7599168,1382,T,'2017-10-12 13:53:58.821','2018-06-14 10:03:06.339',Chicago
7599160,1383,B,'2017-10-12 14:17:11.960','2020-02-10 03:20:43.493',Cracow
9176207,1383,B,'2020-02-10 03:20:43.493',,Warsaw
7599149,1384,T,'2017-10-13 08:12:14.188','2018-06-14 10:03:16.561',Orlando
7721456,1384,E,'2018-06-14 10:03:16.561','2018-06-28 10:07:14.726',Warsaw
7743978,1384,F,'2018-06-28 10:48:11.640','2020-02-10 03:20:45.677',Chicago
7599139,1385,T,'2017-10-13 08:55:55.379','2018-06-14 10:03:20.031',Warsaw
7721547,1385,E,'2018-06-14 10:03:20.031','2018-06-28 10:07:17.566',Orlando
7744489,1385,F,'2018-06-28 10:48:23.815','2020-02-10 03:20:47.951',Chicago
9176214,1386,S,'2020-02-10 03:20:49.941',,Warsaw
7599106,1390,F,'2017-10-18 14:38:01.796','2020-02-10 03:20:58.020',Chicago
9176221,1390,F,'2020-02-10 03:20:58.020',,Chicago
7599087,1392,S,'2017-10-19 12:15:42.554','2019-02-06 00:34:15.425',Cracow
8120203,1392,E,'2019-02-15 01:12:56.026','2019-02-20 01:15:54.460',Orlando
8129315,1392,F,'2019-02-20 01:15:54.460','2019-03-22 01:13:31.063',Chicago
9176223,1392,F,'2020-02-10 03:21:02.133',,Orlando
9176225,1393,F,'2020-02-10 03:21:04.404',,
7599064,1395,T,'2017-10-21 05:07:59.920','2018-06-14 10:03:13.720',Chicago
7744400,1395,F,'2018-06-28 10:48:21.699','2020-02-10 03:21:08.924',Orlando
7721541,1396,E,'2018-06-14 10:03:19.800','2018-06-28 10:07:17.394',Chicago
7743938,1396,F,'2018-06-28 10:07:17.394','2018-06-28 10:48:23.697',Chicago
9176232,1396,F,'2020-02-10 03:21:11.117',,Chicago
7599045,1397,T,'2017-10-22 12:36:24.951','2018-06-14 10:03:13.492',Chicago
7721376,1397,E,'2018-06-14 10:03:13.492','2018-06-28 10:07:02.343',Chicago
7743505,1397,F,'2018-06-28 10:07:02.343','2018-06-28 10:48:16.365',Orlando
9176235,1397,F,'2020-02-10 03:21:13.165',,Chicago
7599038,1398,S,'2017-10-22 16:00:24.009','2020-02-10 03:21:15.042',Warsaw
9176237,1398,S,'2020-02-10 03:21:15.042',,Orlando
7599033,1399,S,'2017-10-24 20:28:27.333','2019-06-19 15:42:35.628',Warsaw
9176242,1400,S,'2020-02-10 03:21:19.389',,Chicago
7470567,1401,T,'2017-10-26 14:19:11.693','2017-12-01 00:30:00.000',Orlando
7472877,1401,P,'2017-12-01 00:30:00.000','2018-07-27 17:00:12.307',Chicago
7790278,1401,L,'2018-08-07 02:00:00.000','2018-08-07 16:15:10.147',Chicago
9176243,1401,L,'2020-02-10 03:21:21.595','2020-08-01 02:00:00.000',Chicago
7470571,1402,T,'2017-10-26 16:21:13.360','2017-12-01 00:30:00.000',Warsaw
7472878,1402,P,'2017-12-01 00:30:00.000','2018-12-19 12:17:07.373',Cracow
8088368,1402,P,'2019-01-28 16:36:00.306','2020-02-13 02:00:52.015',Warsaw
9326490,1402,P,'2020-02-13 20:35:17.170','2020-02-14 02:01:15.954',Warsaw
7610245,1403,T,'2017-10-30 22:45:26.776','2018-06-14 10:03:12.953',Cracow
7598991,1405,T,'2017-10-31 09:40:09.980','2018-06-14 10:03:19.075',Chicago
7743919,1405,F,'2018-06-28 10:07:16.734','2018-06-28 10:48:23.328',Chicago
7744468,1405,F,'2018-06-28 10:48:23.328','2020-02-10 03:21:28.103',Warsaw
9176247,1405,F,'2020-02-10 03:21:28.103',,Chicago
9176257,1408,S,'2020-02-10 03:21:34.453',,Chicago
9176260,1409,S,'2020-02-10 03:21:36.443',,Chicago
9176261,1410,S,'2020-02-10 03:21:39.017',,Warsaw
7598945,1411,S,'2017-11-01 16:56:41.478','2020-02-10 03:21:41.081',Warsaw
9176264,1411,S,'2020-02-10 03:21:41.081',,Chicago
7598926,1413,S,'2017-11-02 00:25:14.101','2020-02-10 03:21:45.046',Orlando
7743510,1415,F,'2018-06-28 10:07:02.520','2018-06-28 10:48:16.554',Orlando
7744185,1415,F,'2018-06-28 10:48:16.554','2020-02-10 03:21:49.531',Warsaw
9176270,1415,F,'2020-02-10 03:21:49.531',,Chicago
7721035,1416,E,'2018-06-14 10:03:00.505','2018-06-28 10:07:06.222',Orlando
7743616,1416,F,'2018-06-28 10:07:06.222','2018-06-28 10:48:19.367',Warsaw
7744300,1416,F,'2018-06-28 10:48:19.367','2020-02-10 03:21:51.755',Chicago
9176273,1417,F,'2020-02-10 03:21:53.886',,Chicago
9176276,1418,F,'2020-02-10 03:21:56.075',,Cracow
9176280,1420,S,'2020-02-10 03:22:00.270',,Cracow
9176281,1421,S,'2020-02-10 03:22:02.443',,Cracow
9176284,1422,S,'2020-02-10 03:22:04.480',,Warsaw
7598845,1423,F,'2017-11-04 23:51:04.581','2020-02-10 03:22:06.414',Warsaw
7598837,1424,T,'2017-11-05 11:36:19.691','2018-06-14 10:03:13.641',Orlando
7721380,1424,E,'2018-06-14 10:03:13.641','2018-06-28 10:07:02.412',Chicago
7721443,1425,E,'2018-06-14 10:03:16.044','2018-06-28 10:07:14.178',Chicago
7743850,1425,F,'2018-06-28 10:07:14.178','2018-06-28 10:48:22.957',Chicago
7744453,1425,F,'2018-06-28 10:48:22.957','2020-02-10 03:22:10.844',Cracow
7598814,1427,T,'2017-11-05 19:14:10.587','2018-06-14 10:03:13.221',Chicago
7721369,1427,E,'2018-06-14 10:03:13.221','2018-06-28 10:07:11.920',Orlando
7743784,1427,F,'2018-06-28 10:07:11.920','2018-06-28 10:48:21.515',Orlando
9176335,1427,F,'2020-02-10 03:23:10.389',,Orlando
7630012,1428,T,'2017-11-06 01:13:21.729','2018-06-14 10:03:00.104',Orlando
7721024,1428,E,'2018-06-14 10:03:00.104','2018-06-28 10:07:05.939',Orlando
7743608,1428,F,'2018-06-28 10:07:05.939','2018-06-28 10:48:19.299',Orlando
7744297,1428,F,'2018-06-28 10:48:19.299','2020-02-10 03:23:12.680',Warsaw
7744002,1429,F,'2018-06-28 10:48:12.217','2020-02-10 03:23:14.652',Cracow
9176339,1429,F,'2020-02-10 03:23:14.652',,
7598789,1430,T,'2017-11-06 20:01:03.836','2018-06-14 10:03:11.738',Chicago
7743746,1430,F,'2018-06-28 10:07:10.624','2018-06-28 10:48:21.122',Chicago
7598780,1431,S,'2017-11-07 03:32:14.021','2020-02-10 03:23:18.615',Chicago
7721013,1432,E,'2018-06-14 10:02:59.689','2018-06-28 10:07:05.498',Cracow
7743596,1432,F,'2018-06-28 10:07:05.498','2018-06-28 10:48:19.031',Orlando
7744285,1432,F,'2018-06-28 10:48:19.031','2020-02-10 03:23:20.643',Orlando
9176345,1432,F,'2020-02-10 03:23:20.643',,Chicago
7743757,1433,F,'2018-06-28 10:07:10.999','2018-06-28 10:48:18.237',Chicago
7598754,1434,T,'2017-11-12 15:54:53.181','2018-06-14 10:02:59.548',Warsaw
7743595,1434,F,'2018-06-28 10:07:05.463','2018-06-28 10:48:18.964',Chicago
7471875,1435,T,'2017-11-13 15:57:17.436','2018-01-01 00:30:00.000',Cracow
7767629,1435,P,'2018-07-14 11:44:14.623','2018-07-14 11:50:30.002',Orlando
7966712,1435,P,'2018-12-23 12:18:52.902','2019-01-21 17:33:17.866',Orlando
8075075,1435,P,'2019-01-21 17:33:17.866','2019-01-21 18:07:09.944',Warsaw
8075184,1435,P,'2019-01-21 18:21:51.638','2019-01-22 11:35:18.434',Chicago
8076473,1435,P,'2019-01-22 11:35:18.434','2020-02-13 02:00:51.694',
9550376,1435,O,'2020-06-11 02:00:28.730','2020-06-12 13:15:00.089',Warsaw
9553163,1435,L,'2020-06-12 13:15:00.089','2020-08-01 02:00:00.000',Warsaw
9661145,1435,R,'2020-08-01 02:00:00.000',,Cracow
7598733,1436,S,'2017-11-17 23:28:40.347','2020-02-10 03:23:27.170',Cracow
7598723,1437,F,'2017-11-20 00:48:49.738','2020-02-10 03:23:29.394',Orlando
9176352,1437,F,'2020-02-10 03:23:29.394',,Orlando
7598715,1438,T,'2017-11-20 03:08:48.234','2018-06-14 10:03:18.851',Orlando
7743913,1438,F,'2018-06-28 10:07:16.524','2018-06-28 10:48:14.145',Warsaw
7744083,1438,F,'2018-06-28 10:48:14.145','2020-02-10 03:23:31.491',Chicago
7472045,1439,T,'2017-11-20 12:13:57.605','2018-01-01 00:30:00.000',Chicago
7476457,1439,P,'2018-01-01 00:30:00.000','2018-10-21 06:13:00.676',Cracow
7865825,1439,O,'2018-10-21 06:13:00.676','2018-10-22 10:24:53.431',Chicago
7867252,1439,P,'2018-10-22 15:51:36.902','2018-10-26 14:51:21.995',Chicago
7892458,1439,P,'2018-11-07 17:48:53.495','2018-12-19 17:00:26.243',Chicago
7961741,1439,P,'2018-12-19 17:00:26.243','2019-09-03 14:28:25.290',Chicago
8667969,1439,P,'2019-09-03 14:28:25.290','2020-02-13 02:00:51.283',Warsaw
9323443,1439,P,'2020-02-13 15:54:33.654','2020-02-14 02:01:15.396',Warsaw
7598691,1440,F,'2017-11-21 00:26:07.974','2020-02-10 03:23:33.719',Orlando
9176354,1440,F,'2020-02-10 03:23:33.719',,Chicago
7598679,1441,S,'2017-11-21 10:43:29.316','2020-02-10 03:23:35.545',Warsaw
9176357,1441,S,'2020-02-10 03:23:35.545',,Warsaw
7744209,1442,F,'2018-06-28 10:48:17.167','2020-02-10 03:23:37.535',Warsaw
9176361,1442,F,'2020-02-10 03:23:37.535',,Chicago
7598664,1443,T,'2017-11-21 14:47:45.000','2018-06-14 10:03:10.855',Warsaw
7721306,1443,E,'2018-06-14 10:03:10.855','2018-06-28 10:07:09.949',Warsaw
7608659,1444,S,'2017-11-21 16:25:12.243','2020-02-10 03:23:41.815',Cracow
9176364,1444,S,'2020-02-10 03:23:41.815',,Warsaw
7721151,1446,E,'2018-06-14 10:03:04.982','2018-06-28 10:07:09.105',Warsaw
7743701,1446,F,'2018-06-28 10:07:09.105','2018-06-28 10:48:16.198',Orlando
7744170,1446,F,'2018-06-28 10:48:16.198','2020-02-10 03:23:45.919',Warsaw
7721177,1447,E,'2018-06-14 10:03:05.966','2018-06-28 10:07:00.413',Chicago
7743450,1447,F,'2018-06-28 10:07:00.413','2018-06-28 10:48:13.475',Chicago
7744056,1447,F,'2018-06-28 10:48:13.475','2020-02-10 03:23:48.052',Chicago
7721457,1448,E,'2018-06-14 10:03:16.599','2018-06-28 10:07:14.760',Chicago
7743864,1448,F,'2018-06-28 10:07:14.760','2018-06-28 10:48:11.686',Warsaw
7743980,1448,F,'2018-06-28 10:48:11.686','2020-02-10 03:23:50.151',Orlando
9176368,1448,F,'2020-02-10 03:23:50.151',,Cracow
7721166,1451,E,'2018-06-14 10:03:05.539','2018-06-28 10:07:00.309',Warsaw
7608633,1452,F,'2017-11-28 05:01:05.540','2020-02-10 03:23:56.678',Orlando
7743578,1454,F,'2018-06-28 10:07:04.866','2018-06-28 10:48:18.504',
7744419,1486,F,'2018-06-28 10:48:22.148','2020-02-10 03:26:09.680',Chicago
7744263,1454,F,'2018-06-28 10:48:18.504','2020-02-10 03:24:00.797',Orlando
9176376,1454,F,'2020-02-10 03:24:00.797',,Warsaw
7721497,1455,E,'2018-06-14 10:03:18.079','2018-06-28 10:07:15.763',Warsaw
7744037,1455,F,'2018-06-28 10:48:13.026','2020-02-10 03:24:02.898',Chicago
9176379,1455,F,'2020-02-10 03:24:02.898',,Chicago
7608602,1456,S,'2017-11-30 00:52:32.284','2020-02-10 03:24:04.963',Warsaw
7476478,1457,P,'2018-01-01 00:30:00.000','2018-10-03 17:45:13.718',Chicago
7849444,1457,O,'2018-10-10 12:54:06.015','2018-10-10 16:34:39.723',Chicago
7849664,1457,P,'2018-10-10 16:34:39.723','2018-10-22 16:22:23.447',Warsaw
8288646,1457,O,'2019-05-07 10:10:05.790','2019-05-08 09:00:01.396',Warsaw
7608576,1458,F,'2017-12-05 10:56:48.561','2020-02-10 03:24:06.918',Warsaw
7743699,1459,F,'2018-06-28 10:07:09.022','2018-06-28 10:48:20.630',Warsaw
