ID,Longitude,Latitude,kod.pocztowy,creationDate,year,geom,miasto,powiat,woj,dzielnica,sklep
442,51.209015,17.382479,56-400,2018-03-11,2018,"51.209015,17.382479",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
443,50.82494,16.270187,58-316,2020-05-19,2020,"50.82494,16.270187",,,województwo dolnośląskie,Podzamcze,
444,51.125698,16.970867,54-130,2017-10-30,2017,"51.125698,16.970867",,,województwo dolnośląskie,Gądów,
445,51.106194,17.104095,51-670,2017-08-23,2017,"51.106194,17.104095",,,województwo dolnośląskie,Sępolno,Żabka
446,51.202213,17.326527,56-400,2017-08-29,2017,"51.202213,17.326527",,powiat oleśnicki,województwo dolnośląskie,,
447,50.78168,16.254215,58-304,2017-02-02,2017,"50.78168,16.254215",,,województwo dolnośląskie,,
448,51.13079,17.04381,50-231,2020-12-27,2020,"51.13079,17.04381",,,województwo dolnośląskie,Kleczków,
449,51.040146,16.977325,55-040,2018-06-13,2018,"51.040146,16.977325",,powiat wrocławski,województwo dolnośląskie,,
450,51.12511,17.027977,50-220,2018-04-14,2018,"51.12511,17.027977",,,województwo dolnośląskie,Osiedle Nadodrze,
451,51.08534,17.008333,53-149,2021-02-20,2021,"51.08534,17.008333",,,województwo dolnośląskie,Borek,
452,51.032753,17.33652,55-220,2018-10-11,2018,"51.032753,17.33652",Jelcz-Laskowice,powiat oławski,województwo dolnośląskie,Laskowice,
453,51.113823,16.95516,54-436,2017-05-23,2017,"51.113823,16.95516",,,województwo dolnośląskie,Nowy Dwór,
454,51.12407,17.04966,50-312,2017-05-25,2017,"51.12407,17.04966",,,województwo dolnośląskie,Ołbin,
455,51.20958,16.167871,59-220,2019-01-29,2019,"51.20958,16.167871",,,województwo dolnośląskie,Przedmieście Głogowskie,
456,51.084545,17.05631,50-506,2020-04-01,2020,"51.084545,17.05631",,,województwo dolnośląskie,Tarnogaj,
457,51.069,17.012,53-010,2020-05-20,2020,"51.069,17.012",,,województwo dolnośląskie,Krzyki,
458,50.826508,15.522878,58-580,2020-06-01,2020,"50.826508,15.522878",Szklarska Poręba,powiat karkonoski,województwo dolnośląskie,,Pinokio Travel
459,51.203876,16.152487,59-220,2017-05-23,2017,"51.203876,16.152487",,,województwo dolnośląskie,,
460,50.826912,16.478672,58-100,2019-09-26,2019,"50.826912,16.478672",Świdnica,powiat świdnicki,województwo dolnośląskie,Kraszowice,
461,50.766773,16.28461,58-300,2018-10-06,2018,"50.766773,16.28461",,,województwo dolnośląskie,Śródmieście,
462,51.06009,17.005531,53-033,2018-03-21,2018,"51.06009,17.005531",,,województwo dolnośląskie,Partynice,ToMa 303 Rodzaje Piwa
463,51.124,15.918,59-500,2017-09-01,2017,"51.124,15.918",Złotoryja,powiat złotoryjski,województwo dolnośląskie,Stare Miasto,
464,51.10315,17.022697,53-505,2021-03-12,2021,"51.10315,17.022697",,,województwo dolnośląskie,Przedmieście Świdnickie,
465,50.434017,16.638573,57-300,2020-01-31,2020,"50.434017,16.638573",Kłodzko,powiat kłodzki,województwo dolnośląskie,,
466,51.138966,17.181623,55-093,2017-04-19,2017,"51.138966,17.181623",,powiat wrocławski,województwo dolnośląskie,,Freshmarket
467,51.127724,17.036325,50-231,2019-08-09,2019,"51.127724,17.036325",,,województwo dolnośląskie,Kleczków,
468,50.439,16.653,57-300,2019-04-11,2019,"50.439,16.653",Kłodzko,powiat kłodzki,województwo dolnośląskie,,
469,51.05943,16.974075,52-326,2019-04-17,2019,"51.05943,16.974075",,,województwo dolnośląskie,Klecina,Żabka
470,51.16375,16.593775,55-300,2019-11-05,2019,"51.16375,16.593775",Środa Śląska,powiat średzki,województwo dolnośląskie,,
471,51.103,17.04,50-010,2019-02-15,2019,"51.103,17.04",,,województwo dolnośląskie,Przedmieście Oławskie,
472,50.435627,16.651224,57-300,2019-05-22,2019,"50.435627,16.651224",Kłodzko,powiat kłodzki,województwo dolnośląskie,,
473,51.143147,17.126999,51-354,2017-04-22,2017,"51.143147,17.126999",,,województwo dolnośląskie,Zgorzelisko,
474,51.094948,16.933859,54-620,2019-10-10,2019,"51.094948,16.933859",,,województwo dolnośląskie,Osiedle Muchobór Wielki,
475,51.202,16.14,59-220,2019-02-06,2019,"51.202,16.14",,,województwo dolnośląskie,,Biedronka
476,51.109585,15.584716,59-600,2019-08-20,2019,"51.109585,15.584716",Lwówek Śląski,powiat lwówecki,województwo dolnośląskie,,
477,50.8444,16.496124,58-100,2017-10-21,2017,"50.8444,16.496124",Świdnica,powiat świdnicki,województwo dolnośląskie,,
478,51.112762,17.02507,50-136,2019-03-28,2019,"51.112762,17.02507",,,województwo dolnośląskie,Osiedle Stare Miasto,
479,51.090134,17.213362,55-003,2019-01-15,2019,"51.090134,17.213362",,powiat wrocławski,województwo dolnośląskie,,Żabka
480,51.060543,16.968998,52-336,2017-12-25,2017,"51.060543,16.968998",,,województwo dolnośląskie,Klecina,
481,51.093285,16.978834,53-203,2019-12-19,2019,"51.093285,16.978834",,,województwo dolnośląskie,Grabiszyn,Żabka
482,51.105534,17.038149,50-082,2018-06-09,2018,"51.105534,17.038149",,,województwo dolnośląskie,Osiedle Stare Miasto,
483,51.123116,17.036871,50-251,2020-06-16,2020,"51.123116,17.036871",,,województwo dolnośląskie,Osiedle Nadodrze,
484,51.12025,17.035051,50-244,2020-03-14,2020,"51.12025,17.035051",,,województwo dolnośląskie,Osiedle Nadodrze,
485,51.136906,16.900341,54-032,2019-11-27,2019,"51.136906,16.900341",,,województwo dolnośląskie,Osiedle Leśnica,
486,51.082573,17.0246,53-111,2019-05-05,2019,"51.082573,17.0246",,,województwo dolnośląskie,Borek,
487,51.129753,16.989388,54-237,2017-03-14,2017,"51.129753,16.989388",,,województwo dolnośląskie,Popowice,
488,51.121433,17.029045,50-213,2017-07-28,2017,"51.121433,17.029045",,,województwo dolnośląskie,Osiedle Nadodrze,
489,51.26557,16.705654,56-120,2018-05-11,2018,"51.26557,16.705654",Brzeg Dolny,powiat wołowski,województwo dolnośląskie,,
490,51.4032,16.211096,59-300,2019-11-12,2019,"51.4032,16.211096",Lubin,powiat lubiński,województwo dolnośląskie,,
491,51.207176,17.384647,56-400,2018-05-19,2018,"51.207176,17.384647",Oleśnica,powiat oleśnicki,województwo dolnośląskie,,
492,50.738487,16.642107,58-200,2017-01-13,2017,"50.738487,16.642107",Dzierżoniów,powiat dzierżoniowski,województwo dolnośląskie,Nowe Miasto,
493,51.277695,16.716219,56-120,2020-03-20,2020,"51.277695,16.716219",Brzeg Dolny,powiat wołowski,województwo dolnośląskie,,
494,51.117516,17.034002,50-257,2019-12-08,2019,"51.117516,17.034002",,,województwo dolnośląskie,Osiedle Nadodrze,
495,51.2625,15.575476,59-700,2017-09-09,2017,"51.2625,15.575476",Bolesławiec,powiat bolesławiecki,województwo dolnośląskie,,
496,50.836105,16.498507,58-100,2020-07-07,2020,"50.836105,16.498507",Świdnica,powiat świdnicki,województwo dolnośląskie,Kraszowice,
497,50.849876,16.50371,58-100,2020-12-19,2020,"50.849876,16.50371",Świdnica,powiat świdnicki,województwo dolnośląskie,,
498,51.209312,16.191082,59-220,2019-01-22,2019,"51.209312,16.191082",,,województwo dolnośląskie,Osiedle Mikołaja Kopernika,
499,51.112614,16.995358,53-608,2017-08-13,2017,"51.112614,16.995358",,,województwo dolnośląskie,Szczepin,
500,51.104523,17.007301,53-601,2019-05-24,2019,"51.104523,17.007301",,,województwo dolnośląskie,Przedmieście Świdnickie,
501,50.90022,15.740903,58-500,2018-10-31,2018,"50.90022,15.740903",,,województwo dolnośląskie,,
502,50.782307,16.290268,58-302,2019-06-28,2019,"50.782307,16.290268",,,województwo dolnośląskie,Stary Zdrój,
503,50.82175,15.526751,58-580,2019-01-06,2019,"50.82175,15.526751",Szklarska Poręba,powiat karkonoski,województwo dolnośląskie,,
504,50.847775,16.47115,58-105,2017-03-27,2017,"50.847775,16.47115",Świdnica,powiat świdnicki,województwo dolnośląskie,Osiedle Młodych,
505,50.858036,16.321707,58-160,2018-12-29,2018,"50.858036,16.321707",Świebodzice,powiat świdnicki,województwo dolnośląskie,Osiedle Sudeckie,
506,51.305824,17.066017,55-100,2019-07-17,2019,"51.305824,17.066017",Trzebnica,powiat trzebnicki,województwo dolnośląskie,,
507,50.85892,16.488655,58-100,2019-06-20,2019,"50.85892,16.488655",Świdnica,powiat świdnicki,województwo dolnośląskie,,KDM Tarnów
508,51.174065,17.048788,51-188,2017-03-21,2017,"51.174065,17.048788",,powiat trzebnicki,województwo dolnośląskie,,
509,50.818832,15.516578,58-580,2020-11-04,2020,"50.818832,15.516578",Szklarska Poręba,powiat karkonoski,województwo dolnośląskie,,
510,51.04921,17.058239,52-129,2020-11-09,2020,"51.04921,17.058239",,,województwo dolnośląskie,Jagodno,Rossmann
511,51.067467,16.999468,53-030,2017-08-01,2017,"51.067467,16.999468",,,województwo dolnośląskie,Krzyki,
512,51.16273,17.125286,51-216,2017-06-11,2017,"51.16273,17.125286",,,województwo dolnośląskie,Zakrzów,
513,51.110962,17.121426,51-505,2021-01-24,2021,"51.110962,17.121426",,,województwo dolnośląskie,Swojczyce,
514,51.13197,17.042933,50-231,2018-08-16,2018,"51.13197,17.042933",,,województwo dolnośląskie,Kleczków,
515,51.11847,17.020933,50-203,2019-06-29,2019,"51.11847,17.020933",,,województwo dolnośląskie,Osiedle Nadodrze,Żabka
516,51.20655,16.143036,59-220,2019-07-07,2019,"51.20655,16.143036",,,województwo dolnośląskie,,
517,51.13873,17.032913,51-109,2020-08-12,2020,"51.13873,17.032913",,,województwo dolnośląskie,Różanka,
518,51.1298,17.046091,50-304,2017-12-02,2017,"51.1298,17.046091",,,województwo dolnośląskie,Kleczków,
519,51.06176,17.04423,52-234,2018-12-27,2018,"51.06176,17.04423",,,województwo dolnośląskie,Wojszyce,
520,50.82546,16.286264,58-316,2019-11-29,2019,"50.82546,16.286264",,,województwo dolnośląskie,Podzamcze,
521,51.111725,17.02777,50-128,2019-01-15,2019,"51.111725,17.02777",,,województwo dolnośląskie,Osiedle Stare Miasto,
522,51.50479,16.058937,59-100,2020-09-07,2020,"51.50479,16.058937",Polkowice,powiat polkowicki,województwo dolnośląskie,,
523,51.111095,17.054644,50-379,2019-10-19,2019,"51.111095,17.054644",,,województwo dolnośląskie,Osiedle Plac Grunwaldzki,
524,51.119987,17.02401,50-201,2017-02-08,2017,"51.119987,17.02401",,,województwo dolnośląskie,Osiedle Nadodrze,
525,51.119553,16.976393,54-215,2019-01-15,2019,"51.119553,16.976393",,,województwo dolnośląskie,,Gotronik
526,51.2074,16.157768,59-220,2019-01-05,2019,"51.2074,16.157768",,,województwo dolnośląskie,,
527,51.385887,16.205177,59-300,2020-08-27,2020,"51.385887,16.205177",Lubin,powiat lubiński,województwo dolnośląskie,,
528,50.760998,16.2839,58-300,2018-03-11,2018,"50.760998,16.2839",,,województwo dolnośląskie,Nowe Miasto,
529,51.084827,17.05298,50-505,2020-09-20,2020,"51.084827,17.05298",,,województwo dolnośląskie,Tarnogaj,
530,50.763763,16.243607,58-305,2017-12-04,2017,"50.763763,16.243607",,,województwo dolnośląskie,Sobięcin,Wypieki Rajewskich - Sklep Firmowy
531,51.111244,17.035065,50-151,2018-02-25,2018,"51.111244,17.035065",,,województwo dolnośląskie,Osiedle Stare Miasto,
532,51.13808,16.929138,54-115,2020-07-18,2020,"51.13808,16.929138",,,województwo dolnośląskie,Osiedle Leśnica,
533,50.29768,16.65271,57-500,2018-09-09,2018,"50.29768,16.65271",Bystrzyca Kłodzka,powiat kłodzki,województwo dolnośląskie,,
534,51.147297,17.114197,51-421,2020-04-07,2020,"51.147297,17.114197",,,województwo dolnośląskie,Psie Pole,
535,51.10539,17.11214,51-649,2019-04-14,2019,"51.10539,17.11214",,,województwo dolnośląskie,Bartoszowice,
536,50.76815,16.280283,58-300,2020-07-06,2020,"50.76815,16.280283",,,województwo dolnośląskie,Śródmieście,
537,51.053753,17.05592,52-131,2019-01-14,2019,"51.053753,17.05592",,,województwo dolnośląskie,Jagodno,
538,50.946796,17.3003,55-200,2019-09-27,2019,"50.946796,17.3003",Oława,powiat oławski,województwo dolnośląskie,,
539,51.06468,17.194468,55-002,2020-04-24,2020,"51.06468,17.194468",,powiat wrocławski,województwo dolnośląskie,,
540,50.505527,16.7334,57-256,2019-12-23,2019,"50.505527,16.7334",Bardo,powiat ząbkowicki,województwo dolnośląskie,,
541,51.202103,16.145872,59-220,2019-11-19,2019,"51.202103,16.145872",,,województwo dolnośląskie,,
542,51.078693,16.98795,53-149,2017-01-30,2017,"51.078693,16.98795",,,województwo dolnośląskie,Grabiszynek,
543,51.107536,17.123135,51-505,2020-10-29,2020,"51.107536,17.123135",,,województwo dolnośląskie,Swojczyce,
544,50.847527,15.606681,58-573,2019-08-23,2019,"50.847527,15.606681",Piechowice,powiat karkonoski,województwo dolnośląskie,,
545,51.215393,17.406761,56-400,2021-03-23,2021,"51.215393,17.406761",,powiat oleśnicki,województwo dolnośląskie,,Pogodne Centrum Oleśnica
546,51.037365,16.968683,55-040,2021-03-10,2021,"51.037365,16.968683",,powiat wrocławski,województwo dolnośląskie,,
547,51.0967,16.99065,53-235,2018-03-13,2018,"51.0967,16.99065",,,województwo dolnośląskie,Grabiszyn,Żabka
548,51.103832,17.00769,53-603,2018-08-13,2018,"51.103832,17.00769",,,województwo dolnośląskie,Przedmieście Świdnickie,
549,51.081734,16.989775,53-206,2020-10-16,2020,"51.081734,16.989775",,,województwo dolnośląskie,Grabiszynek,
550,50.808777,16.28318,58-309,2017-01-22,2017,"50.808777,16.28318",,,województwo dolnośląskie,Piaskowa Góra,
551,50.78004,15.762935,58-540,2017-04-14,2017,"50.78004,15.762935",Karpacz,powiat karkonoski,województwo dolnośląskie,,
552,50.781178,17.06765,57-100,2017-05-31,2017,"50.781178,17.06765",Strzelin,powiat strzeliński,województwo dolnośląskie,,
553,51.100357,17.033447,50-020,2018-04-14,2018,"51.100357,17.033447",,,województwo dolnośląskie,Przedmieście Świdnickie,
554,51.503147,16.06276,59-100,2018-08-31,2018,"51.503147,16.06276",Polkowice,powiat polkowicki,województwo dolnośląskie,,Pasaż Park Polkowice
555,50.84236,16.485807,58-100,2018-12-07,2018,"50.84236,16.485807",Świdnica,powiat świdnicki,województwo dolnośląskie,Osiedle Młodych,
556,50.772957,16.297853,58-301,2018-10-27,2018,"50.772957,16.297853",,,województwo dolnośląskie,Nowe Miasto,
557,51.0587,17.008125,53-034,2017-07-10,2017,"51.0587,17.008125",,,województwo dolnośląskie,Partynice,
558,51.157993,17.131294,51-200,2020-12-02,2020,"51.157993,17.131294",,,województwo dolnośląskie,Zakrzów,
559,51.16039,17.134905,51-215,2018-12-05,2018,"51.16039,17.134905",,,województwo dolnośląskie,Zakrzów,
560,50.684944,16.6132,58-260,2018-12-04,2018,"50.684944,16.6132",Bielawa,powiat dzierżoniowski,województwo dolnośląskie,,
561,50.90326,15.74231,58-500,2020-06-18,2020,"50.90326,15.74231",,,województwo dolnośląskie,,
562,51.119766,15.905689,59-500,2020-03-16,2020,"51.119766,15.905689",Złotoryja,powiat złotoryjski,województwo dolnośląskie,Stare Miasto,
563,51.66463,16.094225,67-200,2020-09-02,2020,"51.66463,16.094225",Głogów,powiat głogowski,województwo dolnośląskie,,
564,51.110928,17.02946,50-109,2020-05-21,2020,"51.110928,17.02946",,,województwo dolnośląskie,Osiedle Stare Miasto,Kacper
565,51.111248,17.039497,50-144,2018-01-25,2018,"51.111248,17.039497",,,województwo dolnośląskie,Osiedle Stare Miasto,
566,51.12931,17.045107,50-304,2018-06-13,2018,"51.12931,17.045107",,,województwo dolnośląskie,Kleczków,
567,51.10975,16.967972,54-402,2019-08-06,2019,"51.10975,16.967972",,,województwo dolnośląskie,Muchobór Mały,
568,51.09559,16.988644,53-228,2020-08-20,2020,"51.09559,16.988644",,,województwo dolnośląskie,Grabiszyn,
569,51.111588,17.031286,50-113,2021-02-20,2021,"51.111588,17.031286",,,województwo dolnośląskie,Osiedle Stare Miasto,Żabka
570,51.06686,16.990137,53-020,2019-07-28,2019,"51.06686,16.990137",,,województwo dolnośląskie,Krzyki,
571,51.11293,17.017347,53-671,2018-03-24,2018,"51.11293,17.017347",,,województwo dolnośląskie,Szczepin,
572,51.07912,17.063313,50-512,2019-08-16,2019,"51.07912,17.063313",,,województwo dolnośląskie,Tarnogaj,Żabka
573,51.05705,17.03285,52-232,2017-08-28,2017,"51.05705,17.03285",,,województwo dolnośląskie,Wojszyce,
574,51.12586,17.046234,50-302,2017-05-21,2017,"51.12586,17.046234",,,województwo dolnośląskie,Ołbin,
575,51.150127,16.862087,54-018,2020-10-26,2020,"51.150127,16.862087",,,województwo dolnośląskie,Osiedle Leśnica,
576,51.07691,16.997719,53-025,2017-11-28,2017,"51.07691,16.997719",,,województwo dolnośląskie,Krzyki,MoWi Sport
577,51.10784,17.037617,50-148,2017-03-15,2017,"51.10784,17.037617",,,województwo dolnośląskie,Osiedle Stare Miasto,
578,51.11617,17.05262,50-351,2017-10-15,2017,"51.11617,17.05262",,,województwo dolnośląskie,Osiedle Plac Grunwaldzki,
579,51.116814,17.067762,50-368,2017-06-12,2017,"51.116814,17.067762",,,województwo dolnośląskie,Ołbin,
580,51.113125,17.032944,50-145,2018-05-28,2018,"51.113125,17.032944",,,województwo dolnośląskie,Osiedle Stare Miasto,
581,51.110577,17.03489,50-139,2017-12-21,2017,"51.110577,17.03489",,,województwo dolnośląskie,Osiedle Stare Miasto,
582,51.12759,16.976337,54-155,2018-03-04,2018,"51.12759,16.976337",,,województwo dolnośląskie,Gądów,
583,51.14628,17.127783,51-354,2018-03-04,2018,"51.14628,17.127783",,,województwo dolnośląskie,Zgorzelisko,Żabka
584,51.09548,16.987272,53-228,2020-11-22,2020,"51.09548,16.987272",,,województwo dolnośląskie,Grabiszyn,Żabka
585,51.05255,17.0549,52-234,2020-05-31,2020,"51.05255,17.0549",,,województwo dolnośląskie,Jagodno,
586,51.155014,17.047281,51-126,2018-06-27,2018,"51.155014,17.047281",,,województwo dolnośląskie,,
587,51.270584,16.70786,56-120,2019-09-18,2019,"51.270584,16.70786",Brzeg Dolny,powiat wołowski,województwo dolnośląskie,,
588,51.06395,16.975912,52-336,2020-04-06,2020,"51.06395,16.975912",,,województwo dolnośląskie,Klecina,
589,51.146442,17.120989,51-315,2018-09-05,2018,"51.146442,17.120989",,,województwo dolnośląskie,Psie Pole,
590,51.117466,17.042446,50-265,2021-03-31,2021,"51.117466,17.042446",,,województwo dolnośląskie,Ołbin,
591,51.100986,17.048285,50-435,2017-04-23,2017,"51.100986,17.048285",,,województwo dolnośląskie,Przedmieście Oławskie,
592,51.11867,17.039928,50-264,2021-01-07,2021,"51.11867,17.039928",,,województwo dolnośląskie,Osiedle Nadodrze,
593,51.111874,17.117931,51-503,2020-11-07,2020,"51.111874,17.117931",,,województwo dolnośląskie,Swojczyce,
594,51.126835,17.049189,50-303,2018-12-18,2018,"51.126835,17.049189",,,województwo dolnośląskie,Ołbin,Żabka
595,51.12468,16.973276,54-130,2019-02-11,2019,"51.12468,16.973276",,,województwo dolnośląskie,Gądów,
596,51.12414,17.035334,50-232,2018-10-22,2018,"51.12414,17.035334",,,województwo dolnośląskie,Osiedle Nadodrze,
597,51.13783,17.07463,51-165,2018-06-15,2018,"51.13783,17.07463",,,województwo dolnośląskie,Karłowice,Żabka
598,51.10128,17.052525,50-420,2017-06-17,2017,"51.10128,17.052525",,,województwo dolnośląskie,Przedmieście Oławskie,
599,51.126724,17.033146,50-227,2019-12-25,2019,"51.126724,17.033146",,,województwo dolnośląskie,Kleczków,
600,51.099014,17.038042,50-085,2019-06-13,2019,"51.099014,17.038042",,,województwo dolnośląskie,Przedmieście Świdnickie,
601,51.12017,17.04008,50-262,2017-02-11,2017,"51.12017,17.04008",,,województwo dolnośląskie,Osiedle Nadodrze,
602,51.097908,17.056067,50-420,2018-09-24,2018,"51.097908,17.056067",,,województwo dolnośląskie,Przedmieście Oławskie,
603,51.121693,17.030518,50-217,2019-03-14,2019,"51.121693,17.030518",,,województwo dolnośląskie,Osiedle Nadodrze,
604,51.122997,17.050385,50-315,2021-01-22,2021,"51.122997,17.050385",,,województwo dolnośląskie,Ołbin,Spychała
605,51.13964,17.02132,51-114,2017-01-31,2017,"51.13964,17.02132",,,województwo dolnośląskie,Różanka,
606,51.127087,16.945704,54-320,2020-12-27,2020,"51.127087,16.945704",,,województwo dolnośląskie,,
607,51.10651,17.043686,50-449,2018-06-25,2018,"51.10651,17.043686",,,województwo dolnośląskie,Przedmieście Oławskie,
608,51.100464,16.999264,53-441,2020-04-09,2020,"51.100464,16.999264",,,województwo dolnośląskie,Gajowice,
609,51.08064,17.049475,50-555,2018-08-27,2018,"51.08064,17.049475",,,województwo dolnośląskie,Osiedle Gaj,
610,51.1227,17.034897,50-254,2017-12-16,2017,"51.1227,17.034897",,,województwo dolnośląskie,Osiedle Nadodrze,
611,51.125668,16.973003,54-130,2019-12-21,2019,"51.125668,16.973003",,,województwo dolnośląskie,Gądów,
612,51.142456,17.121525,51-314,2019-02-15,2019,"51.142456,17.121525",,,województwo dolnośląskie,Psie Pole,Żabka
613,50.91326,15.749424,58-506,2019-06-12,2019,"50.91326,15.749424",,,województwo dolnośląskie,Zabobrze,
614,51.098587,17.006199,53-428,2017-02-20,2017,"51.098587,17.006199",,,województwo dolnośląskie,Gajowice,Żabka
615,51.112244,16.960827,54-432,2017-05-24,2017,"51.112244,16.960827",,,województwo dolnośląskie,Muchobór Mały,Marko
616,51.13686,16.957916,54-136,2018-05-30,2018,"51.13686,16.957916",,,województwo dolnośląskie,Pilczyce,Żabka
617,51.10452,17.010271,53-603,2019-10-27,2019,"51.10452,17.010271",,,województwo dolnośląskie,Przedmieście Świdnickie,
618,51.072926,17.03956,50-571,2019-09-07,2019,"51.072926,17.03956",,,województwo dolnośląskie,Osiedle Gaj,
619,51.113888,17.104443,51-685,2019-02-01,2019,"51.113888,17.104443",,,województwo dolnośląskie,Sępolno,
620,51.078526,17.068687,50-513,2018-10-18,2018,"51.078526,17.068687",,,województwo dolnośląskie,Tarnogaj,
621,51.177746,17.00649,51-180,2019-12-15,2019,"51.177746,17.00649",,,województwo dolnośląskie,Osiedle Lipa Piotrowska,
622,51.20204,16.16045,59-220,2019-05-13,2019,"51.20204,16.16045",,,województwo dolnośląskie,,
623,51.07295,16.994778,53-024,2020-01-05,2020,"51.07295,16.994778",,,województwo dolnośląskie,Krzyki,
624,51.10962,16.955507,54-432,2019-07-11,2019,"51.10962,16.955507",,,województwo dolnośląskie,Muchobór Mały,Żabka
625,51.078487,16.957945,52-411,2018-10-05,2018,"51.078487,16.957945",,,województwo dolnośląskie,Oporów,
626,51.09903,17.051323,50-437,2019-06-07,2019,"51.09903,17.051323",,,województwo dolnośląskie,Przedmieście Oławskie,
627,51.116467,17.051369,50-330,2017-03-02,2017,"51.116467,17.051369",,,województwo dolnośląskie,Osiedle Plac Grunwaldzki,Dobry Optyk
628,51.12473,16.98815,54-203,2020-07-27,2020,"51.12473,16.98815",,,województwo dolnośląskie,Popowice,
629,51.125477,16.993196,54-234,2018-09-19,2018,"51.125477,16.993196",,,województwo dolnośląskie,Popowice,
630,51.099083,17.160807,51-518,2019-11-28,2019,"51.099083,17.160807",,,województwo dolnośląskie,Wojnów,
631,51.12389,17.055134,50-310,2019-08-13,2019,"51.12389,17.055134",,,województwo dolnośląskie,Ołbin,
632,51.092216,17.040504,50-519,2017-05-25,2017,"51.092216,17.040504",,,województwo dolnośląskie,Osiedle Huby,
633,51.101177,17.040367,50-442,2021-03-31,2021,"51.101177,17.040367",,,województwo dolnośląskie,Przedmieście Oławskie,
634,51.11867,17.000917,53-615,2019-02-08,2019,"51.11867,17.000917",,,województwo dolnośląskie,Szczepin,
635,50.84761,16.492847,58-100,2019-11-16,2019,"50.84761,16.492847",Świdnica,powiat świdnicki,województwo dolnośląskie,,
636,51.0581,17.012358,53-033,2019-04-18,2019,"51.0581,17.012358",,,województwo dolnośląskie,Partynice,
637,51.11254,16.959131,54-434,2021-01-16,2021,"51.11254,16.959131",,,województwo dolnośląskie,Nowy Dwór,
638,51.109924,17.03598,50-148,2019-10-26,2019,"51.109924,17.03598",,,województwo dolnośląskie,Osiedle Stare Miasto,
639,51.047974,17.00339,52-200,2019-05-20,2019,"51.047974,17.00339",,powiat wrocławski,województwo dolnośląskie,,
640,51.206284,16.161339,59-220,2018-01-16,2018,"51.206284,16.161339",,,województwo dolnośląskie,,Haga
641,51.18044,16.999775,51-180,2018-07-18,2018,"51.18044,16.999775",,,województwo dolnośląskie,Osiedle Lipa Piotrowska,
642,51.093365,17.009533,53-411,2021-02-24,2021,"51.093365,17.009533",,,województwo dolnośląskie,Powstańców Śląskich,
643,51.086857,17.01212,53-317,2017-02-14,2017,"51.086857,17.01212",,,województwo dolnośląskie,Powstańców Śląskich,
644,50.75737,16.21279,58-370,2020-10-08,2020,"50.75737,16.21279",Boguszów-Gorce,powiat wałbrzyski,województwo dolnośląskie,Boguszów,
645,50.86728,16.31591,58-160,2018-01-25,2018,"50.86728,16.31591",Świebodzice,powiat świdnicki,województwo dolnośląskie,Osiedle Piastowskie,
646,51.092262,17.061047,50-424,2017-06-28,2017,"51.092262,17.061047",,,województwo dolnośląskie,Przedmieście Oławskie,
647,51.09966,17.000477,53-439,2019-07-06,2019,"51.09966,17.000477",,,województwo dolnośląskie,Gajowice,
648,51.113922,17.00565,53-672,2020-10-27,2020,"51.113922,17.00565",,,województwo dolnośląskie,Szczepin,
649,53.248627,19.40898,87-300,2018-06-10,2018,"53.248627,19.40898",Brodnica,powiat brodnicki,województwo kujawsko-pomorskie,Michałowo,
650,53.25765,19.3838,87-300,2019-10-10,2019,"53.25765,19.3838",Brodnica,powiat brodnicki,województwo kujawsko-pomorskie,,
651,53.349174,18.42195,86-200,2019-03-16,2019,"53.349174,18.42195",Chełmno,powiat chełmiński,województwo kujawsko-pomorskie,,
652,52.65759,19.069132,87-800,2020-09-16,2020,"52.65759,19.069132",,,województwo kujawsko-pomorskie,Śródmieście,
653,52.65587,19.07303,87-800,2020-03-03,2020,"52.65587,19.07303",,,województwo kujawsko-pomorskie,Śródmieście,
654,52.65158,19.068718,87-800,2019-02-07,2019,"52.65158,19.068718",,,województwo kujawsko-pomorskie,Śródmieście,
655,52.671413,19.033384,87-800,2021-01-13,2021,"52.671413,19.033384",,,województwo kujawsko-pomorskie,Zazamcze,
656,53.451088,18.714289,86-300,2020-12-30,2020,"53.451088,18.714289",,,województwo kujawsko-pomorskie,,
657,53.50083,18.758444,86-300,2017-03-29,2017,"53.50083,18.758444",,,województwo kujawsko-pomorskie,,
658,53.479565,18.74758,86-300,2018-04-04,2018,"53.479565,18.74758",,,województwo kujawsko-pomorskie,,
659,53.49127,18.750065,86-300,2017-09-26,2017,"53.49127,18.750065",,,województwo kujawsko-pomorskie,,
660,53.48732,18.749908,86-300,2018-03-14,2018,"53.48732,18.749908",,,województwo kujawsko-pomorskie,,
661,53.154926,18.102535,85-796,2020-02-11,2020,"53.154926,18.102535",,,województwo kujawsko-pomorskie,Eskulapa,
662,52.654243,19.064333,87-800,2020-10-31,2020,"52.654243,19.064333",,,województwo kujawsko-pomorskie,Śródmieście,
663,53.16624,18.161263,85-794,2021-03-10,2021,"53.16624,18.161263",,,województwo kujawsko-pomorskie,Zofin,
664,52.665314,19.042913,87-800,2020-09-18,2020,"52.665314,19.042913",,,województwo kujawsko-pomorskie,Zazamcze,
665,53.16912,18.164175,85-790,2019-11-09,2019,"53.16912,18.164175",,,województwo kujawsko-pomorskie,Zofin,
666,53.12961,18.002264,85-011,2018-07-21,2018,"53.12961,18.002264",,,województwo kujawsko-pomorskie,Śródmieście,
