ID,Longitude,Latitude,kod.pocztowy,creationDate,year,geom,miasto,powiat,woj,dzielnica,sklep
5839,53.77707,20.476877,10-027,2020-09-21,2020,"53.77707,20.476877",,,województwo warmińsko-mazurskie,,
5840,53.762653,20.4718,10-089,2019-07-19,2019,"53.762653,20.4718",,,województwo warmińsko-mazurskie,,
5841,54.036556,22.50539,19-400,2019-11-10,2019,"54.036556,22.50539",Olecko,powiat olecki,województwo warmińsko-mazurskie,,
5842,53.740993,20.489338,10-686,2018-10-26,2018,"53.740993,20.489338",,,województwo warmińsko-mazurskie,,
5843,53.780354,20.489037,10-511,2020-02-19,2020,"53.780354,20.489037",,,województwo warmińsko-mazurskie,,
5844,54.386536,19.83555,14-500,2020-08-17,2020,"54.386536,19.83555",Braniewo,powiat braniewski,województwo warmińsko-mazurskie,,
5845,53.627834,21.803722,12-200,2020-07-05,2020,"53.627834,21.803722",Pisz,powiat piski,województwo warmińsko-mazurskie,,
5846,54.178246,19.405247,82-300,2021-03-07,2021,"54.178246,19.405247",,,województwo warmińsko-mazurskie,Kępa Północna,
5847,53.821987,20.474365,11-001,2018-04-16,2018,"53.821987,20.474365",,powiat olsztyński,województwo warmińsko-mazurskie,,
5848,53.63117,21.802011,12-200,2017-11-10,2017,"53.63117,21.802011",Pisz,powiat piski,województwo warmińsko-mazurskie,,
5849,54.202007,21.752705,11-600,2017-04-03,2017,"54.202007,21.752705",Węgorzewo,powiat węgorzewski,województwo warmińsko-mazurskie,,
5850,53.716274,19.94476,14-100,2021-01-19,2021,"53.716274,19.94476",Ostróda,powiat ostródzki,województwo warmińsko-mazurskie,,Globi
5851,54.215054,21.738182,11-600,2019-05-19,2019,"54.215054,21.738182",Węgorzewo,powiat węgorzewski,województwo warmińsko-mazurskie,,
5852,53.737865,20.491987,10-692,2017-06-14,2017,"53.737865,20.491987",,,województwo warmińsko-mazurskie,,
5853,53.78202,20.493456,10-503,2018-04-28,2018,"53.78202,20.493456",,,województwo warmińsko-mazurskie,,
5854,54.38171,19.83555,14-500,2017-05-17,2017,"54.38171,19.83555",Braniewo,powiat braniewski,województwo warmińsko-mazurskie,,
5855,53.82599,22.34493,19-300,2018-05-27,2018,"53.82599,22.34493",Ełk,powiat ełcki,województwo warmińsko-mazurskie,,Żabka
5856,53.789555,20.490221,10-273,2018-05-16,2018,"53.789555,20.490221",,,województwo warmińsko-mazurskie,,
5857,53.76999,20.509224,10-457,2020-05-03,2020,"53.76999,20.509224",,,województwo warmińsko-mazurskie,,
5858,53.741142,20.513836,10-691,2017-02-08,2017,"53.741142,20.513836",,,województwo warmińsko-mazurskie,,
5859,54.383247,19.829996,14-500,2018-05-13,2018,"54.383247,19.829996",Braniewo,powiat braniewski,województwo warmińsko-mazurskie,,
5860,54.126503,20.576214,11-100,2017-08-14,2017,"54.126503,20.576214",Lidzbark Warmiński,powiat lidzbarski,województwo warmińsko-mazurskie,,
5861,53.720737,20.471375,10-687,2019-08-11,2019,"53.720737,20.471375",,powiat olsztyński,województwo warmińsko-mazurskie,,
5862,53.775646,20.470934,10-124,2020-01-09,2020,"53.775646,20.470934",,,województwo warmińsko-mazurskie,,
5863,53.65718,20.400639,11-034,2017-04-10,2017,"53.65718,20.400639",,powiat olsztyński,województwo warmińsko-mazurskie,,
5864,53.26271,19.822412,13-230,2017-02-08,2017,"53.26271,19.822412",Lidzbark,powiat działdowski,województwo warmińsko-mazurskie,,
5865,54.37823,19.819658,14-500,2019-01-30,2019,"54.37823,19.819658",Braniewo,powiat braniewski,województwo warmińsko-mazurskie,,
5866,54.179813,19.399927,82-300,2019-08-30,2019,"54.179813,19.399927",,,województwo warmińsko-mazurskie,Kępa Północna,
5867,54.07676,21.374765,11-400,2018-05-31,2018,"54.07676,21.374765",Kętrzyn,powiat kętrzyński,województwo warmińsko-mazurskie,,
5868,54.1262,20.578648,11-100,2020-12-23,2020,"54.1262,20.578648",Lidzbark Warmiński,powiat lidzbarski,województwo warmińsko-mazurskie,,
5869,53.77558,20.489685,10-577,2019-03-12,2019,"53.77558,20.489685",,,województwo warmińsko-mazurskie,,
5870,51.643963,17.861805,63-400,2019-03-04,2019,"51.643963,17.861805",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Pruślin,
5871,52.412464,16.903942,60-501,2018-09-28,2018,"52.412464,16.903942",,,województwo wielkopolskie,Jeżyce,
5872,52.39739,16.925121,61-563,2018-01-11,2018,"52.39739,16.925121",,,województwo wielkopolskie,Wilda,
5873,52.08185,17.007753,63-100,2019-12-08,2019,"52.08185,17.007753",Śrem,powiat śremski,województwo wielkopolskie,Osiedle Helenki,
5874,52.542,17.61,62-200,2018-09-14,2018,"52.542,17.61",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Ustronie,
5875,51.96349,17.510914,63-200,2017-07-05,2017,"51.96349,17.510914",Jarocin,powiat jarociński,województwo wielkopolskie,,
5876,51.752247,18.081388,62-800,2018-01-05,2018,"51.752247,18.081388",,,województwo wielkopolskie,Czaszki,
5877,51.751396,18.074938,62-800,2019-08-24,2019,"51.751396,18.074938",,,województwo wielkopolskie,Kaliniec,Żabka
5878,51.28489,17.993292,63-600,2019-06-28,2019,"51.28489,17.993292",Kępno,powiat kępiński,województwo wielkopolskie,,
5879,51.2774,17.987522,63-600,2018-07-17,2018,"51.2774,17.987522",Kępno,powiat kępiński,województwo wielkopolskie,,
5880,52.201977,18.638721,62-600,2019-04-03,2019,"52.201977,18.638721",Koło,powiat kolski,województwo wielkopolskie,,
5881,52.228,18.254,62-510,2017-04-23,2017,"52.228,18.254",,,województwo wielkopolskie,,
5882,52.234,18.215,62-510,2019-10-24,2019,"52.234,18.215",,,województwo wielkopolskie,,
5883,52.231,18.25,62-510,2020-06-08,2020,"52.231,18.25",,,województwo wielkopolskie,,
5884,52.233,18.218,62-510,2020-09-14,2020,"52.233,18.218",,,województwo wielkopolskie,,
5885,52.243,18.273,62-500,2017-09-02,2017,"52.243,18.273",,,województwo wielkopolskie,,
5886,52.226875,16.359917,62-065,2019-10-08,2019,"52.226875,16.359917",Grodzisk Wielkopolski,powiat grodziski,województwo wielkopolskie,,
5887,52.236,18.251,62-507,2019-09-27,2019,"52.236,18.251",,,województwo wielkopolskie,,
5888,51.703407,17.434536,63-700,2020-12-11,2020,"51.703407,17.434536",Krotoszyn,powiat krotoszyński,województwo wielkopolskie,,
5889,51.844234,16.587688,64-100,2018-12-04,2018,"51.844234,16.587688",,,województwo wielkopolskie,Nowe Miasto,
5890,51.844563,16.570633,64-100,2017-08-27,2017,"51.844563,16.570633",,,województwo wielkopolskie,Śródmieście,
5891,51.86581,16.575037,64-100,2018-08-24,2018,"51.86581,16.575037",,,województwo wielkopolskie,Gronowo,
5892,51.841534,16.5687,64-100,2018-04-01,2018,"51.841534,16.5687",,,województwo wielkopolskie,Śródmieście,
5893,51.845695,16.575077,64-100,2020-09-26,2020,"51.845695,16.575077",,,województwo wielkopolskie,Śródmieście,
5894,51.847645,16.594406,64-100,2017-04-23,2017,"51.847645,16.594406",,,województwo wielkopolskie,Nowe Miasto,
5895,51.8349,16.57816,64-100,2018-10-26,2018,"51.8349,16.57816",,,województwo wielkopolskie,Leszczynko,
5896,51.8429,16.584967,64-100,2017-01-07,2017,"51.8429,16.584967",,,województwo wielkopolskie,Nowe Miasto,
5897,53.17454,16.7506,64-920,2020-04-30,2020,"53.17454,16.7506",Piła,powiat pilski,województwo wielkopolskie,Koszyce,
5898,53.145683,16.715384,64-920,2021-03-07,2021,"53.145683,16.715384",Piła,powiat pilski,województwo wielkopolskie,,
5899,53.15364,16.74968,64-920,2018-02-28,2018,"53.15364,16.74968",Piła,powiat pilski,województwo wielkopolskie,Zamość,
5900,53.150505,16.717005,64-920,2017-06-07,2017,"53.150505,16.717005",Piła,powiat pilski,województwo wielkopolskie,,
5901,53.147,16.74,64-920,2017-04-10,2017,"53.147,16.74",Piła,powiat pilski,województwo wielkopolskie,,Cyfrowy Polsat
5902,53.15651,16.76258,64-920,2019-04-28,2019,"53.15651,16.76258",Piła,powiat pilski,województwo wielkopolskie,Zamość,Żabka
5903,52.395535,16.89873,60-234,2019-10-29,2019,"52.395535,16.89873",,,województwo wielkopolskie,Grunwald,
5904,52.39667,16.92126,61-561,2019-10-04,2019,"52.39667,16.92126",,,województwo wielkopolskie,Wilda,
5905,52.383,16.886,60-126,2019-10-08,2019,"52.383,16.886",,,województwo wielkopolskie,Górczyn,
5906,52.430916,16.935352,61-664,2019-02-24,2019,"52.430916,16.935352",,,województwo wielkopolskie,Winogrady,Żabka
5907,52.402,16.876,60-339,2018-04-25,2018,"52.402,16.876",,,województwo wielkopolskie,Grunwald,
5908,52.461,16.898,60-689,2020-09-08,2020,"52.461,16.898",,,województwo wielkopolskie,Piątkowo,
5909,52.377213,16.909128,61-479,2017-09-22,2017,"52.377213,16.909128",,,województwo wielkopolskie,Wilda,Żabka
5910,52.407032,16.878038,60-369,2019-04-15,2019,"52.407032,16.878038",,,województwo wielkopolskie,Grunwald Północ,Żabka
5911,52.448048,16.950634,61-612,2017-05-02,2017,"52.448048,16.950634",,,województwo wielkopolskie,Naramowice,
5912,52.394062,16.895288,60-239,2017-03-20,2017,"52.394062,16.895288",,,województwo wielkopolskie,Grunwald,
5913,52.406876,16.918335,61-808,2017-04-06,2017,"52.406876,16.918335",,,województwo wielkopolskie,Stare Miasto,
5914,52.405003,16.86241,60-324,2020-09-16,2020,"52.405003,16.86241",,,województwo wielkopolskie,Ławica,Żabka
5915,52.426067,16.978254,61-016,2020-08-14,2020,"52.426067,16.978254",,,województwo wielkopolskie,Główna,
5916,52.406883,16.993872,61-052,2019-03-24,2019,"52.406883,16.993872",,,województwo wielkopolskie,Warszawskie-Pomet-Maltańskie,
5917,52.370678,16.900932,61-433,2018-02-24,2018,"52.370678,16.900932",,,województwo wielkopolskie,Dębiec,
5918,52.382305,16.968992,61-249,2018-04-20,2018,"52.382305,16.968992",,,województwo wielkopolskie,Żegrze,
5919,52.39329,16.837116,60-178,2018-03-20,2018,"52.39329,16.837116",,,województwo wielkopolskie,Junikowo,
5920,52.463226,16.948233,61-601,2020-10-04,2020,"52.463226,16.948233",,,województwo wielkopolskie,Naramowice,Żabka
5921,52.406715,16.909878,60-809,2018-04-03,2018,"52.406715,16.909878",,,województwo wielkopolskie,Jeżyce,
5922,52.396763,16.963305,61-131,2020-07-02,2020,"52.396763,16.963305",,,województwo wielkopolskie,Łacina,
5923,52.398422,16.898586,60-749,2017-07-08,2017,"52.398422,16.898586",,,województwo wielkopolskie,Grunwald,
5924,52.409283,16.932844,61-765,2017-06-27,2017,"52.409283,16.932844",,,województwo wielkopolskie,Stare Miasto,
5925,52.407852,16.925217,61-816,2020-12-31,2020,"52.407852,16.925217",,,województwo wielkopolskie,Stare Miasto,
5926,52.404,16.872,60-341,2021-02-05,2021,"52.404,16.872",,,województwo wielkopolskie,Grunwald Północ,
5927,52.369,16.932,61-361,2017-05-24,2017,"52.369,16.932",,,województwo wielkopolskie,Starołęka Mała,
5928,52.41229,16.903904,60-861,2020-12-21,2020,"52.41229,16.903904",,,województwo wielkopolskie,Jeżyce,
5929,52.411983,16.907255,60-842,2019-02-06,2019,"52.411983,16.907255",,,województwo wielkopolskie,Jeżyce,
5930,52.386673,16.85576,60-162,2020-06-14,2020,"52.386673,16.85576",,,województwo wielkopolskie,Junikowo,Żabka
5931,52.384,16.892,60-204,2017-07-05,2017,"52.384,16.892",,,województwo wielkopolskie,Górczyn,
5932,52.366615,16.904892,61-453,2019-02-27,2019,"52.366615,16.904892",,,województwo wielkopolskie,Dębiec,
5933,52.40627,16.925537,61-807,2017-01-21,2017,"52.40627,16.925537",,,województwo wielkopolskie,Stare Miasto,
5934,52.398705,16.96284,61-131,2017-01-02,2017,"52.398705,16.96284",,,województwo wielkopolskie,Łacina,
5935,52.33,17.572,62-300,2019-10-10,2019,"52.33,17.572",Września,powiat wrzesiński,województwo wielkopolskie,,
5936,52.324398,17.58699,62-300,2018-04-27,2018,"52.324398,17.58699",Września,powiat wrzesiński,województwo wielkopolskie,,
5937,52.469868,16.985643,62-004,2018-06-19,2018,"52.469868,16.985643",,powiat poznański,województwo wielkopolskie,,Żabka
5938,52.19928,18.63686,62-600,2018-07-05,2018,"52.19928,18.63686",Koło,powiat kolski,województwo wielkopolskie,,
5939,52.63735,16.809418,64-600,2018-01-08,2018,"52.63735,16.809418",Oborniki,powiat obornicki,województwo wielkopolskie,,
5940,52.411526,16.908773,60-841,2020-01-08,2020,"52.411526,16.908773",,,województwo wielkopolskie,Jeżyce,
5941,52.410366,16.898962,60-504,2018-05-08,2018,"52.410366,16.898962",,,województwo wielkopolskie,Jeżyce,
5942,52.407,16.871,60-391,2018-04-12,2018,"52.407,16.871",,,województwo wielkopolskie,Grunwald Północ,
5943,52.409264,16.892921,60-555,2018-11-16,2018,"52.409264,16.892921",,,województwo wielkopolskie,Jeżyce,
5944,52.456,16.906,60-694,2018-08-09,2018,"52.456,16.906",,,województwo wielkopolskie,Piątkowo,
5945,52.414085,16.897879,60-529,2019-12-18,2019,"52.414085,16.897879",,,województwo wielkopolskie,Jeżyce,Biedronka
5946,52.405,17.015,61-062,2020-11-11,2020,"52.405,17.015",,,województwo wielkopolskie,Antoninek,
5947,52.477497,16.784605,60-480,2017-09-23,2017,"52.477497,16.784605",,,województwo wielkopolskie,Kiekrz,
5948,52.40931,16.985481,61-047,2017-02-03,2017,"52.40931,16.985481",,,województwo wielkopolskie,Warszawskie-Pomet-Maltańskie,
5949,52.407513,16.93792,61-758,2017-10-13,2017,"52.407513,16.93792",,,województwo wielkopolskie,Stare Miasto,
5950,52.416218,16.929848,61-719,2019-12-21,2019,"52.416218,16.929848",,,województwo wielkopolskie,Stare Miasto,
5951,52.459,16.925,60-687,2017-03-30,2017,"52.459,16.925",,,województwo wielkopolskie,Piątkowo,
5952,52.3941,16.860172,60-322,2020-05-04,2020,"52.3941,16.860172",,,województwo wielkopolskie,Junikowo,Żabka
5953,52.369286,16.947384,61-249,2018-12-18,2018,"52.369286,16.947384",,,województwo wielkopolskie,Starołęka Mała,
5954,52.416157,16.882809,60-578,2019-02-09,2019,"52.416157,16.882809",,,województwo wielkopolskie,Ogrody,
5955,52.228,18.264,62-500,2019-07-21,2019,"52.228,18.264",,,województwo wielkopolskie,,
5956,52.463398,16.982264,62-004,2018-08-04,2018,"52.463398,16.982264",,powiat poznański,województwo wielkopolskie,,Żabka
5957,52.477203,16.979275,62-004,2019-04-29,2019,"52.477203,16.979275",,powiat poznański,województwo wielkopolskie,,
5958,52.547,17.604,62-200,2018-06-26,2018,"52.547,17.604",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Winiary,
5959,52.551,17.597,62-200,2020-03-21,2020,"52.551,17.597",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Winiary,
5960,52.536,17.597,62-200,2021-03-06,2021,"52.536,17.597",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Stare Miasto,
5961,52.534,17.598,62-200,2018-07-03,2018,"52.534,17.598",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Stare Miasto,
5962,52.548,17.601,62-200,2017-08-09,2017,"52.548,17.601",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Winiary,
5963,52.535,17.6,62-200,2020-05-31,2020,"52.535,17.6",Gniezno,powiat gnieźnieński,województwo wielkopolskie,Stare Miasto,Żabka
5964,52.393898,16.898184,60-262,2020-11-21,2020,"52.393898,16.898184",,,województwo wielkopolskie,Grunwald,
5965,51.639893,17.80921,63-400,2018-04-14,2018,"51.639893,17.80921",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Osiedle Powstańców Wielkopolskich,
5966,52.396065,16.901035,60-739,2020-06-12,2020,"52.396065,16.901035",,,województwo wielkopolskie,Grunwald,
5967,52.412914,16.902782,60-522,2017-01-02,2017,"52.412914,16.902782",,,województwo wielkopolskie,Jeżyce,Żabka
5968,52.411343,16.904772,60-820,2018-01-27,2018,"52.411343,16.904772",,,województwo wielkopolskie,Jeżyce,
5969,51.97794,17.509565,63-200,2018-10-01,2018,"51.97794,17.509565",Jarocin,powiat jarociński,województwo wielkopolskie,,
5970,51.75462,18.08041,62-800,2018-11-13,2018,"51.75462,18.08041",,,województwo wielkopolskie,Rogatka,
5971,51.776554,18.088516,62-800,2018-06-13,2018,"51.776554,18.088516",,,województwo wielkopolskie,Majków,
5972,52.21,18.255,62-500,2017-09-07,2017,"52.21,18.255",,,województwo wielkopolskie,,
5973,52.232,18.277,62-500,2019-04-16,2019,"52.232,18.277",,,województwo wielkopolskie,,
5974,52.207,18.254,62-500,2017-08-20,2017,"52.207,18.254",,,województwo wielkopolskie,,
5975,52.234,18.22,62-510,2019-02-05,2019,"52.234,18.22",,,województwo wielkopolskie,,
5976,52.232,18.256,62-510,2020-09-25,2020,"52.232,18.256",,,województwo wielkopolskie,,
5977,52.234,18.26,62-510,2020-11-16,2020,"52.234,18.26",,,województwo wielkopolskie,,
5978,51.835667,16.597971,64-100,2019-06-18,2019,"51.835667,16.597971",,,województwo wielkopolskie,Przylesie,
5979,51.84746,16.58091,64-100,2017-05-20,2017,"51.84746,16.58091",,,województwo wielkopolskie,Śródmieście,
5980,51.84087,16.575502,64-100,2017-01-21,2017,"51.84087,16.575502",,,województwo wielkopolskie,Śródmieście,Żabka
5981,51.843307,16.578522,64-100,2019-05-02,2019,"51.843307,16.578522",,,województwo wielkopolskie,Śródmieście,
5982,51.844147,16.59843,64-100,2020-07-17,2020,"51.844147,16.59843",,,województwo wielkopolskie,Nowe Miasto,
5983,51.846375,16.589664,64-100,2019-08-22,2019,"51.846375,16.589664",,,województwo wielkopolskie,Nowe Miasto,Żabka
5984,51.842316,16.583467,64-100,2020-02-13,2020,"51.842316,16.583467",,,województwo wielkopolskie,Nowe Miasto,
5985,51.84302,16.569067,64-100,2018-04-04,2018,"51.84302,16.569067",,,województwo wielkopolskie,Śródmieście,
5986,51.867165,16.582586,64-100,2019-06-24,2019,"51.867165,16.582586",,,województwo wielkopolskie,Gronowo,
5987,51.850105,16.561197,64-100,2019-03-07,2019,"51.850105,16.561197",,,województwo wielkopolskie,Zatorze,
5988,52.316,16.129,64-300,2018-09-11,2018,"52.316,16.129",Nowy Tomyśl,powiat nowotomyski,województwo wielkopolskie,,
5989,52.648643,16.816595,64-600,2021-01-09,2021,"52.648643,16.816595",Oborniki,powiat obornicki,województwo wielkopolskie,,
5990,52.63746,16.812868,64-600,2017-10-13,2017,"52.63746,16.812868",Oborniki,powiat obornicki,województwo wielkopolskie,,Żabka
5991,51.648506,17.815668,63-400,2017-01-09,2017,"51.648506,17.815668",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
5992,51.648987,17.817871,63-400,2019-12-06,2019,"51.648987,17.817871",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
5993,51.646503,17.814518,63-400,2020-10-28,2020,"51.646503,17.814518",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
5994,51.649094,17.809874,63-400,2019-12-06,2019,"51.649094,17.809874",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
5995,51.647346,17.810694,63-400,2017-11-11,2017,"51.647346,17.810694",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
5996,51.88693,17.780752,63-300,2020-12-12,2020,"51.88693,17.780752",Pleszew,powiat pleszewski,województwo wielkopolskie,,
5997,51.89632,17.785913,63-300,2020-08-26,2020,"51.89632,17.785913",Pleszew,powiat pleszewski,województwo wielkopolskie,,
5998,52.399,16.874,60-330,2018-11-04,2018,"52.399,16.874",,,województwo wielkopolskie,Grunwald,
5999,52.40763,16.921185,61-703,2019-12-06,2019,"52.40763,16.921185",,,województwo wielkopolskie,Stare Miasto,
6000,52.3975,16.904459,60-710,2017-08-27,2017,"52.3975,16.904459",,,województwo wielkopolskie,Grunwald,Żabka
6001,52.40046,16.900059,60-770,2019-06-17,2019,"52.40046,16.900059",,,województwo wielkopolskie,Grunwald,
6002,52.388084,16.917349,61-507,2019-03-22,2019,"52.388084,16.917349",,,województwo wielkopolskie,Wilda,
6003,52.404236,16.922176,61-895,2017-11-23,2017,"52.404236,16.922176",,,województwo wielkopolskie,Stare Miasto,Żabka
6004,52.31796,16.130823,64-300,2019-09-21,2019,"52.31796,16.130823",Nowy Tomyśl,powiat nowotomyski,województwo wielkopolskie,,
6005,52.652157,16.816885,64-600,2019-12-08,2019,"52.652157,16.816885",Oborniki,powiat obornicki,województwo wielkopolskie,,
6006,52.653038,16.820147,64-600,2018-02-13,2018,"52.653038,16.820147",Oborniki,powiat obornicki,województwo wielkopolskie,,
6007,52.651524,16.79208,64-600,2020-04-07,2020,"52.651524,16.79208",Oborniki,powiat obornicki,województwo wielkopolskie,,Żabka
6008,51.64558,17.796776,63-400,2018-09-19,2018,"51.64558,17.796776",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Nowe Parcele,Cukiernia PTYŚ
6009,51.648445,17.812946,63-400,2019-01-22,2019,"51.648445,17.812946",Ostrów Wielkopolski,powiat ostrowski,województwo wielkopolskie,Śródmieście,
6010,52.32014,17.57686,62-300,2018-11-29,2018,"52.32014,17.57686",Września,powiat wrzesiński,województwo wielkopolskie,,Żabka
6011,52.320488,17.564375,62-300,2019-06-24,2019,"52.320488,17.564375",Września,powiat wrzesiński,województwo wielkopolskie,,
6012,52.327446,17.564379,62-300,2017-10-30,2017,"52.327446,17.564379",Września,powiat wrzesiński,województwo wielkopolskie,,
6013,52.391453,16.973679,61-294,2020-08-20,2020,"52.391453,16.973679",,,województwo wielkopolskie,Chartowo,
6014,52.38281,16.831806,60-175,2018-04-12,2018,"52.38281,16.831806",,,województwo wielkopolskie,Kwiatowe,
6015,52.368134,16.898134,61-433,2020-01-12,2020,"52.368134,16.898134",,,województwo wielkopolskie,Dębiec,
6016,52.40881,16.942123,61-105,2020-09-11,2020,"52.40881,16.942123",,,województwo wielkopolskie,Stare Miasto,
6017,52.453,16.915,60-681,2018-08-30,2018,"52.453,16.915",,,województwo wielkopolskie,Piątkowo,Pawilon 110
6018,52.389,16.876,60-128,2020-05-21,2020,"52.389,16.876",,,województwo wielkopolskie,,
6019,52.39,16.893,60-243,2018-04-13,2018,"52.39,16.893",,,województwo wielkopolskie,,
6020,52.403,16.872,60-345,2019-02-17,2019,"52.403,16.872",,,województwo wielkopolskie,Grunwald,
6021,52.408695,16.92497,61-728,2020-04-18,2020,"52.408695,16.92497",,,województwo wielkopolskie,Stare Miasto,
6022,52.383038,16.916985,61-491,2017-02-18,2017,"52.383038,16.916985",,,województwo wielkopolskie,Wilda,
6023,52.38565,16.91509,61-485,2018-03-07,2018,"52.38565,16.91509",,,województwo wielkopolskie,Wilda,
6024,52.41321,16.899097,60-527,2019-08-13,2019,"52.41321,16.899097",,,województwo wielkopolskie,Jeżyce,
6025,52.39129,16.917328,61-532,2017-01-14,2017,"52.39129,16.917328",,,województwo wielkopolskie,Wilda,Żabka
6026,52.444542,16.881176,60-641,2020-01-01,2020,"52.444542,16.881176",,,województwo wielkopolskie,Strzeszyn,
6027,52.404064,16.894176,60-783,2017-11-24,2017,"52.404064,16.894176",,,województwo wielkopolskie,Grunwald,
6028,52.39534,16.923674,61-576,2018-02-26,2018,"52.39534,16.923674",,,województwo wielkopolskie,Wilda,
6029,52.39183,16.89873,60-213,2020-04-11,2020,"52.39183,16.89873",,,województwo wielkopolskie,,
6030,52.421494,16.97203,61-007,2018-01-03,2018,"52.421494,16.97203",,,województwo wielkopolskie,Główna,
6031,52.392296,16.91936,61-534,2018-12-16,2018,"52.392296,16.91936",,,województwo wielkopolskie,Wilda,Żabka
6032,52.409847,16.910381,60-836,2020-09-18,2020,"52.409847,16.910381",,,województwo wielkopolskie,Jeżyce,
6033,52.40436,16.880056,60-354,2020-03-21,2020,"52.40436,16.880056",,,województwo wielkopolskie,Grunwald Północ,Żabka
6034,52.39288,16.902983,60-728,2019-02-21,2019,"52.39288,16.902983",,,województwo wielkopolskie,Grunwald,
6035,52.410275,16.895277,60-513,2017-04-15,2017,"52.410275,16.895277",,,województwo wielkopolskie,Jeżyce,Żabka
6036,52.393,16.889,60-256,2018-10-27,2018,"52.393,16.889",,,województwo wielkopolskie,Grunwald,
6037,52.40005,16.904177,60-774,2019-11-13,2019,"52.40005,16.904177",,,województwo wielkopolskie,Grunwald,
6038,52.397854,16.896162,60-744,2018-01-20,2018,"52.397854,16.896162",,,województwo wielkopolskie,Grunwald,
6039,52.3884,16.911812,61-517,2019-09-05,2019,"52.3884,16.911812",,,województwo wielkopolskie,Wilda,
6040,52.486576,16.942383,61-680,2020-07-10,2020,"52.486576,16.942383",,,województwo wielkopolskie,Morasko-Radojewo,Żabka
6041,52.423,16.966,60-995,2020-08-16,2020,"52.423,16.966",,,województwo wielkopolskie,Główna,
6042,52.401993,16.908503,60-734,2020-07-03,2020,"52.401993,16.908503",,,województwo wielkopolskie,Grunwald,
6043,52.395,16.963,61-131,2017-11-09,2017,"52.395,16.963",,,województwo wielkopolskie,Łacina,
6044,52.389183,16.852787,60-166,2019-06-01,2019,"52.389183,16.852787",,,województwo wielkopolskie,Junikowo,Żabka
6045,52.390003,16.919151,61-525,2020-09-21,2020,"52.390003,16.919151",,,województwo wielkopolskie,Wilda,
6046,52.409573,16.887402,60-396,2019-07-14,2019,"52.409573,16.887402",,,województwo wielkopolskie,Ogrody,Żabka
6047,52.414738,16.89443,60-576,2019-09-12,2019,"52.414738,16.89443",,,województwo wielkopolskie,Jeżyce,
6048,52.393,16.887,60-254,2017-03-27,2017,"52.393,16.887",,,województwo wielkopolskie,Grunwald,
6049,52.461,16.909,60-688,2020-09-13,2020,"52.461,16.909",,,województwo wielkopolskie,Piątkowo,
6050,52.43315,16.916138,61-671,2019-07-23,2019,"52.43315,16.916138",,,województwo wielkopolskie,Winiary,
6051,52.412598,16.910671,60-846,2018-03-27,2018,"52.412598,16.910671",,,województwo wielkopolskie,Jeżyce,Żabka
6052,52.402927,16.931198,61-884,2018-05-02,2018,"52.402927,16.931198",,,województwo wielkopolskie,Stare Miasto,
6053,52.401253,16.936008,61-866,2017-06-19,2017,"52.401253,16.936008",,,województwo wielkopolskie,Stare Miasto,
6054,51.88177,17.010561,63-800,2020-08-31,2020,"51.88177,17.010561",Gostyń,powiat gostyński,województwo wielkopolskie,,
6055,51.879074,17.009815,63-800,2017-11-30,2017,"51.879074,17.009815",Gostyń,powiat gostyński,województwo wielkopolskie,,
6056,52.333004,16.811527,62-052,2017-02-04,2017,"52.333004,16.811527",,powiat poznański,województwo wielkopolskie,,Żabka
6057,52.34035,16.793325,62-052,2020-05-20,2020,"52.34035,16.793325",,powiat poznański,województwo wielkopolskie,,Żabka
6058,52.338993,16.812586,62-052,2019-11-10,2019,"52.338993,16.812586",,powiat poznański,województwo wielkopolskie,,
6059,52.08691,16.64897,64-000,2018-05-28,2018,"52.08691,16.64897",Kościan,powiat kościański,województwo wielkopolskie,,
6060,52.08558,16.643894,64-000,2018-07-13,2018,"52.08558,16.643894",Kościan,powiat kościański,województwo wielkopolskie,,
6061,52.08652,16.638363,64-000,2018-05-16,2018,"52.08652,16.638363",Kościan,powiat kościański,województwo wielkopolskie,,
6062,52.87982,16.01389,64-761,2017-09-02,2017,"52.87982,16.01389",Krzyż Wielkopolski,powiat czarnkowsko-trzcianecki,województwo wielkopolskie,,
6063,52.344448,16.89454,62-030,2018-10-28,2018,"52.344448,16.89454",Luboń,powiat poznański,województwo wielkopolskie,,
